employee_index,employee_id,predicted_attrition,attrition_probability,actual_attrition,title,tenure_years,total_training_cost,age,division,department_type,business_unit,avg_rating,avg_wlb,state,avg_engagement,race_desc,avg_satisfaction,avg_training_days,marital_desc,start_date_key,survey_date_key,training_date_key
1476,1996,1,0.47419706124272976,0,23,3.9726027397260273,250.11,29,0,3,6,3.0,2.0,10,3.0,4,5.0,5.0,2,20211024.0,20230801.0,20221216.0
1477,1997,0,0.41839192899984323,0,23,6.627397260273972,819.65,29,23,3,9,3.0,2.0,10,3.0,0,3.0,4.0,0,20190228.0,20230216.0,20230429.0
1478,1998,1,0.4558407753244562,0,23,3.558904109589041,186.77,23,9,3,4,3.0,3.0,10,2.0,1,4.0,2.0,3,20220324.0,20220907.0,20221201.0
1479,1999,0,0.2326528009396635,0,23,3.9917808219178084,633.67,78,6,3,5,3.0,2.0,10,3.0,3,2.0,4.0,3,20211017.0,20230712.0,20230508.0
1480,2000,1,0.4939823289681534,0,22,3.421917808219178,236.34,59,9,3,6,3.0,3.0,10,1.0,1,3.0,3.0,3,20220513.0,20221025.0,20230320.0
1481,2001,0,0.2754127768627068,1,22,6.016438356164383,504.62,42,24,3,7,3.0,5.0,10,5.0,4,3.0,4.0,3,20191009.0,20230209.0,20230504.0
1482,2002,1,0.5979313106040316,1,22,7.008219178082192,217.86,28,9,3,8,3.0,2.0,10,1.0,4,4.0,1.0,1,20181012.0,20230311.0,20221026.0
1483,2003,0,0.32706156827900107,1,22,5.504109589041096,148.97,35,18,3,9,3.0,1.0,10,5.0,3,5.0,4.0,1,20200413.0,20230619.0,20221212.0
1484,2004,0,0.34703146206529545,0,22,4.471232876712329,628.83,20,4,3,6,3.0,4.0,10,3.0,3,3.0,1.0,0,20210425.0,20230505.0,20230227.0
1485,2005,0,0.3740583742645203,0,22,6.816438356164384,458.78,71,19,3,9,3.0,2.0,10,2.0,0,1.0,2.0,3,20181221.0,20221104.0,20230422.0
1486,2006,0,0.39637010096962366,0,22,4.068493150684931,892.65,48,5,3,4,3.0,2.0,10,5.0,3,5.0,2.0,1,20210919.0,20221021.0,20221222.0
1487,2007,0,0.332592261616685,0,22,4.83013698630137,211.17,41,19,3,5,3.0,5.0,10,4.0,1,1.0,1.0,3,20201215.0,20230728.0,20230228.0
1488,2008,0,0.42250763717952156,0,22,6.252054794520548,478.95,78,6,3,0,3.0,2.0,10,1.0,0,2.0,2.0,3,20190715.0,20230317.0,20221024.0
1489,2009,0,0.4091374367740029,0,22,3.9068493150684933,319.94,24,14,3,1,3.0,2.0,10,5.0,4,2.0,1.0,3,20211117.0,20230227.0,20230120.0
1490,2010,0,0.3024827917595241,0,22,2.6904109589041094,601.66,74,2,3,7,3.0,4.0,10,4.0,2,4.0,2.0,1,20230204.0,20230217.0,20220822.0
1491,2011,0,0.32144155105187167,0,22,3.282191780821918,999.96,28,8,3,2,3.0,2.0,10,3.0,0,2.0,1.0,1,20220703.0,20230127.0,20230430.0
1492,2012,0,0.38182484310632736,0,22,5.723287671232876,138.67,36,11,3,3,3.0,2.0,10,2.0,4,3.0,2.0,2,20200124.0,20230726.0,20220918.0
1493,2013,0,0.4255826220790523,0,22,6.273972602739726,962.76,67,9,3,8,3.0,4.0,10,4.0,1,5.0,2.0,3,20190707.0,20230307.0,20230221.0
1494,2014,0,0.4206130917038077,0,23,3.589041095890411,106.88,38,19,3,2,3.0,4.0,10,2.0,0,5.0,4.0,0,20220313.0,20220807.0,20230302.0
1495,2015,0,0.37489425753903943,0,23,2.367123287671233,561.89,31,4,3,3,3.0,1.0,10,4.0,4,3.0,1.0,3,20230602.0,20220813.0,20220930.0
1496,2016,0,0.395330790302858,0,23,4.517808219178082,775.52,63,6,3,4,3.0,5.0,10,1.0,4,3.0,5.0,3,20210408.0,20230531.0,20220913.0
1497,2017,1,0.4752083167805609,0,23,5.868493150684931,397.01,48,0,3,5,3.0,4.0,10,2.0,1,5.0,4.0,2,20191202.0,20230711.0,20221203.0
1498,2018,0,0.28233317548356923,0,23,3.6,739.74,36,24,3,6,3.0,1.0,10,5.0,0,2.0,5.0,0,20220309.0,20221031.0,20220821.0
1499,2019,0,0.35411266106903155,0,23,3.5534246575342467,789.2,45,6,3,7,3.0,4.0,10,2.0,4,1.0,2.0,3,20220326.0,20230321.0,20221006.0
1500,2020,0,0.32443516078384077,0,23,4.435616438356164,428.51,75,23,3,8,3.0,4.0,10,2.0,1,1.0,3.0,3,20210508.0,20221128.0,20220818.0
1501,2021,0,0.3656648072842129,0,23,2.873972602739726,646.72,67,6,3,9,3.0,4.0,10,1.0,0,3.0,4.0,3,20221129.0,20220828.0,20230429.0
1502,2022,0,0.34557856260521724,0,23,6.394520547945206,742.84,78,22,3,0,3.0,5.0,10,5.0,4,3.0,3.0,0,20190524.0,20221111.0,20221009.0
1503,2023,0,0.40620504042249,0,23,3.706849315068493,894.92,60,9,3,1,3.0,4.0,10,3.0,2,4.0,2.0,0,20220129.0,20221010.0,20221125.0
1504,2024,1,0.4672246677398386,0,23,4.273972602739726,222.56,30,6,3,2,3.0,5.0,10,2.0,0,1.0,1.0,2,20210706.0,20221025.0,20230611.0
1505,2025,0,0.42069216178603497,0,23,4.706849315068493,699.76,46,6,3,3,3.0,4.0,10,1.0,0,2.0,2.0,2,20210129.0,20230502.0,20230117.0
1506,2026,0,0.3196949573823187,0,22,2.421917808219178,124.93,53,6,3,7,3.0,4.0,10,2.0,2,4.0,3.0,1,20230513.0,20230322.0,20220808.0
1507,2027,0,0.38777854572485615,0,22,6.4,664.12,45,7,3,2,3.0,3.0,10,3.0,1,1.0,5.0,2,20190522.0,20230615.0,20220808.0
1508,2028,0,0.3966330196560001,1,22,4.038356164383561,862.82,40,6,3,3,3.0,4.0,10,4.0,2,4.0,2.0,3,20210930.0,20221001.0,20230218.0
1509,2029,0,0.32710663265058665,0,22,6.098630136986301,813.01,76,10,3,8,3.0,1.0,10,2.0,1,5.0,1.0,2,20190909.0,20220930.0,20221114.0
1510,2030,0,0.2639330715160947,0,22,6.471232876712329,349.75,37,23,3,6,3.0,5.0,10,4.0,0,1.0,4.0,1,20190426.0,20230407.0,20230728.0
1511,2031,0,0.4110082122045536,0,22,3.649315068493151,244.5,45,14,3,9,3.0,1.0,10,1.0,0,3.0,1.0,1,20220219.0,20230209.0,20230725.0
1512,2032,0,0.2633870398876301,0,22,3.495890410958904,873.52,26,6,3,4,3.0,4.0,10,5.0,0,2.0,3.0,0,20220416.0,20230702.0,20221121.0
1513,2033,0,0.3303020237228233,0,22,3.4246575342465753,358.65,31,9,3,5,3.0,5.0,10,4.0,4,1.0,1.0,0,20220512.0,20221010.0,20230311.0
1514,2034,0,0.34149009252295776,0,22,4.134246575342465,632.33,74,6,3,0,3.0,1.0,10,2.0,0,4.0,1.0,1,20210826.0,20230130.0,20230120.0
1515,2035,0,0.34999743899143454,0,22,5.3561643835616435,565.81,19,0,3,1,3.0,3.0,10,4.0,0,2.0,2.0,1,20200606.0,20230111.0,20230217.0
1516,2036,0,0.22690718457451964,0,22,3.3013698630136985,849.04,80,0,3,7,3.0,4.0,10,4.0,0,3.0,3.0,2,20220626.0,20230318.0,20220924.0
1517,2037,0,0.3876910823016379,0,22,4.761643835616439,519.43,76,9,3,2,3.0,4.0,10,2.0,4,5.0,1.0,1,20210109.0,20230128.0,20230716.0
1518,2038,0,0.23909076472579083,0,22,7.117808219178082,694.03,17,19,3,3,3.0,2.0,10,5.0,1,3.0,2.0,1,20180902.0,20230218.0,20220813.0
1519,2039,0,0.41091097080606376,0,22,3.4794520547945207,738.69,65,6,3,8,3.0,2.0,10,5.0,4,2.0,1.0,2,20220422.0,20221006.0,20230524.0
1520,2041,0,0.43836713075211065,0,23,3.084931506849315,970.6,25,9,3,5,3.0,5.0,10,1.0,1,1.0,5.0,2,20220913.0,20230619.0,20220925.0
1521,2042,0,0.42993064490795535,0,23,5.890410958904109,651.4,27,9,3,0,3.0,1.0,10,5.0,4,2.0,1.0,1,20191124.0,20230624.0,20230214.0
1522,2043,0,0.4339165565109311,0,23,5.572602739726028,809.68,53,12,3,1,3.0,3.0,10,1.0,4,3.0,5.0,1,20200319.0,20230607.0,20221008.0
1523,2044,0,0.31831579113336367,0,23,3.0821917808219177,570.91,30,23,3,7,3.0,5.0,10,5.0,1,1.0,5.0,1,20220914.0,20221114.0,20230805.0
1524,2045,1,0.4738053367725392,0,23,4.063013698630137,852.72,45,7,3,2,3.0,4.0,10,3.0,3,1.0,1.0,0,20210921.0,20230605.0,20230504.0
1525,2046,0,0.43182131005790725,0,23,5.397260273972603,787.98,72,14,3,3,3.0,4.0,10,2.0,0,2.0,1.0,3,20200522.0,20230303.0,20221225.0
1526,2047,0,0.3920006279591298,0,23,2.835616438356164,942.72,56,0,3,8,3.0,3.0,10,3.0,4,5.0,1.0,2,20221213.0,20220824.0,20220815.0
1527,2048,0,0.32759275074844957,0,23,3.682191780821918,626.4,27,0,3,6,3.0,4.0,10,2.0,0,5.0,2.0,1,20220207.0,20221125.0,20221102.0
1528,2049,0,0.28771819331338316,0,23,5.021917808219178,765.68,78,6,3,9,3.0,3.0,10,3.0,0,1.0,4.0,3,20201006.0,20230606.0,20230328.0
1529,2050,0,0.3606341589588331,0,23,3.756164383561644,904.54,69,22,3,4,3.0,5.0,10,5.0,4,4.0,3.0,3,20220111.0,20230403.0,20221213.0
1530,2051,0,0.3242572787818015,0,22,3.6301369863013697,761.28,23,6,3,1,3.0,4.0,10,5.0,1,2.0,2.0,2,20220226.0,20220812.0,20230317.0
1531,2052,0,0.36945425715602676,0,22,5.345205479452055,507.49,64,6,3,7,3.0,4.0,10,1.0,2,4.0,4.0,1,20200610.0,20230706.0,20221106.0
1532,2053,0,0.36162532214448434,0,22,4.046575342465753,862.9,32,4,3,2,3.0,1.0,10,5.0,4,3.0,5.0,0,20210927.0,20230623.0,20230513.0
1533,2054,0,0.26179330582185045,0,22,6.972602739726027,528.18,25,14,3,3,3.0,3.0,10,4.0,1,5.0,4.0,1,20181025.0,20230204.0,20230606.0
1534,2055,1,0.4533577143229642,0,22,4.884931506849315,805.7,31,4,3,8,3.0,2.0,10,5.0,4,4.0,2.0,0,20201125.0,20221028.0,20221108.0
1535,2056,1,0.45325667097277234,0,22,5.493150684931507,190.55,63,6,3,6,3.0,1.0,10,3.0,4,4.0,1.0,0,20200417.0,20230712.0,20230202.0
1536,2057,0,0.31372626207723564,0,22,4.498630136986302,605.36,57,6,3,9,3.0,3.0,10,4.0,2,1.0,3.0,1,20210415.0,20230506.0,20230101.0
1537,2058,0,0.39193090554724963,0,22,3.493150684931507,338.16,38,6,3,4,3.0,4.0,10,5.0,4,5.0,1.0,0,20220417.0,20230529.0,20221231.0
1538,2059,1,0.5341512944048039,1,22,2.210958904109589,969.03,36,9,3,5,3.0,5.0,10,4.0,4,4.0,3.0,1,20230729.0,20230509.0,20230506.0
1539,2060,0,0.1873283902178503,0,22,2.7150684931506848,442.39,81,6,3,0,3.0,5.0,10,5.0,0,5.0,3.0,0,20230126.0,20230626.0,20230723.0
1540,2061,0,0.3747710762919767,0,22,6.841095890410959,952.69,72,4,3,1,3.0,3.0,10,2.0,3,4.0,1.0,1,20181212.0,20230526.0,20230315.0
1541,2062,0,0.32096407184393044,0,22,6.972602739726027,842.36,68,14,3,7,3.0,2.0,10,4.0,2,1.0,1.0,2,20181025.0,20220905.0,20230520.0
1542,2063,0,0.44173523293503203,0,22,4.402739726027397,333.78,77,0,3,2,3.0,3.0,10,4.0,2,5.0,5.0,1,20210520.0,20230406.0,20230101.0
1543,2064,0,0.36188900920476796,0,22,5.1287671232876715,343.22,56,8,3,3,3.0,5.0,10,1.0,4,3.0,2.0,2,20200828.0,20230313.0,20220910.0
1544,2065,1,0.5235471630456014,0,23,5.4301369863013695,283.86,48,6,3,2,3.0,4.0,10,5.0,3,4.0,1.0,2,20200510.0,20230113.0,20230515.0
1545,2066,0,0.35825038766864203,0,23,2.1945205479452055,107.29,34,14,3,3,3.0,1.0,10,1.0,0,5.0,5.0,2,20230804.0,20221008.0,20220903.0
1546,2067,0,0.36422864749288686,0,23,3.4794520547945207,320.87,73,4,3,4,3.0,1.0,10,5.0,4,2.0,4.0,0,20220422.0,20230314.0,20230510.0
1547,2068,0,0.40328504007680727,0,23,4.358904109589041,670.68,59,6,3,5,3.0,5.0,10,4.0,4,3.0,3.0,0,20210605.0,20220822.0,20230203.0
1548,2069,0,0.2897893749859328,0,23,3.293150684931507,685.62,31,23,3,6,3.0,5.0,10,3.0,3,1.0,3.0,3,20220629.0,20230722.0,20230510.0
1549,2070,0,0.4060168266214978,0,23,3.2849315068493152,842.88,53,6,3,7,3.0,5.0,10,3.0,4,4.0,5.0,0,20220702.0,20230223.0,20230412.0
1550,2071,0,0.36416792919550384,0,23,2.7753424657534245,735.7,46,23,3,8,3.0,5.0,10,2.0,4,1.0,5.0,3,20230104.0,20220915.0,20230209.0
1551,2072,0,0.39633174224288786,0,23,2.2684931506849315,974.31,43,14,3,9,3.0,1.0,10,5.0,4,4.0,5.0,2,20230708.0,20220921.0,20230617.0
1552,2073,0,0.26552179236074447,0,23,2.6164383561643834,760.53,67,6,3,6,3.0,2.0,10,1.0,2,2.0,3.0,2,20230303.0,20230212.0,20230803.0
1553,2074,0,0.43827527937922467,0,23,6.156164383561644,640.97,52,6,3,9,3.0,4.0,10,3.0,2,2.0,5.0,3,20190819.0,20230705.0,20220920.0
1554,2075,0,0.3832734725574508,0,22,6.958904109589041,807.49,42,14,3,4,3.0,2.0,10,4.0,3,5.0,5.0,1,20181030.0,20230227.0,20221027.0
1555,2076,0,0.2710633253317978,0,22,3.852054794520548,350.22,78,6,3,5,3.0,1.0,10,5.0,1,5.0,3.0,0,20211207.0,20230107.0,20221108.0
1556,2077,0,0.3672597793005517,0,22,4.904109589041096,447.67,77,9,3,6,3.0,1.0,10,4.0,0,1.0,4.0,1,20201118.0,20230726.0,20230407.0
1557,2078,1,0.6122490560637553,1,22,7.052054794520548,737.61,32,6,3,7,3.0,2.0,10,5.0,4,5.0,5.0,2,20180926.0,20221021.0,20220807.0
1558,2079,0,0.30094023180291973,0,22,3.3205479452054796,444.96,66,9,3,8,3.0,3.0,10,4.0,4,2.0,4.0,1,20220619.0,20230303.0,20230115.0
1559,2080,0,0.34405675535312336,0,22,3.0794520547945203,605.05,62,2,3,9,3.0,4.0,10,4.0,3,1.0,1.0,1,20220915.0,20230212.0,20230609.0
1560,2081,0,0.37594584712667367,0,22,5.432876712328767,744.4,32,4,3,0,3.0,4.0,10,1.0,0,1.0,4.0,1,20200509.0,20230221.0,20230514.0
1561,2082,1,0.47498560415257335,0,22,4.654794520547945,230.77,60,6,3,1,3.0,4.0,10,4.0,1,2.0,1.0,2,20210217.0,20230101.0,20220809.0
1562,2083,0,0.3291430811538128,0,22,5.506849315068493,569.44,39,4,3,2,3.0,4.0,10,2.0,2,2.0,5.0,0,20200412.0,20230626.0,20221221.0
1563,2084,0,0.34141675256360726,0,22,4.542465753424658,677.67,50,17,3,3,3.0,2.0,10,3.0,2,2.0,1.0,0,20210330.0,20230526.0,20230202.0
1564,2085,0,0.37492210655355573,0,22,6.446575342465754,963.42,20,4,3,4,3.0,4.0,10,3.0,0,4.0,1.0,1,20190505.0,20221013.0,20230329.0
1565,2086,0,0.36436988367591916,0,22,4.372602739726028,488.66,43,9,3,5,3.0,3.0,10,5.0,0,4.0,3.0,0,20210531.0,20220805.0,20230403.0
1566,2087,0,0.3929534931875293,0,22,5.898630136986301,450.94,60,6,3,6,3.0,1.0,10,4.0,1,4.0,3.0,3,20191121.0,20221114.0,20230402.0
1567,2088,0,0.25705378493660946,0,22,6.241095890410959,407.99,59,24,3,7,3.0,2.0,10,2.0,4,1.0,3.0,0,20190719.0,20221221.0,20230209.0
1568,2089,0,0.24863549133080823,0,22,6.794520547945205,423.31,52,20,3,8,3.0,3.0,10,5.0,4,3.0,2.0,1,20181229.0,20230616.0,20230104.0
1569,2090,0,0.288095319548666,0,23,2.7534246575342465,189.64,81,11,3,2,3.0,3.0,10,3.0,0,4.0,1.0,0,20230112.0,20230723.0,20221023.0
1570,2091,1,0.48829850327218866,0,23,2.884931506849315,102.77,23,6,3,3,3.0,1.0,10,3.0,1,1.0,3.0,2,20221125.0,20230221.0,20230720.0
1571,2092,0,0.4159260657415138,0,23,5.920547945205479,246.13,32,6,3,4,3.0,3.0,10,1.0,0,2.0,5.0,3,20191113.0,20230724.0,20230313.0
1572,2093,0,0.40873165305674414,0,23,5.098630136986301,628.62,72,9,3,5,3.0,1.0,10,2.0,2,3.0,5.0,1,20200908.0,20230201.0,20230423.0
1573,2094,1,0.48234722017540543,0,23,6.331506849315068,739.32,55,6,3,6,3.0,5.0,10,2.0,1,5.0,4.0,1,20190616.0,20220825.0,20230311.0
1574,2095,0,0.3569325113373944,0,23,2.252054794520548,773.16,26,14,3,7,3.0,1.0,10,5.0,3,3.0,3.0,0,20230714.0,20230721.0,20221114.0
1575,2096,0,0.32400635302424236,0,23,2.241095890410959,838.65,38,6,3,8,3.0,4.0,10,3.0,1,4.0,3.0,2,20230718.0,20230528.0,20230425.0
1576,2097,0,0.3921395882160699,0,23,6.857534246575343,426.55,54,0,3,9,2.0,4.0,10,2.0,1,1.0,3.0,3,20181206.0,20220830.0,20221126.0
1577,2098,1,0.594206081785176,0,23,5.249315068493151,254.35,70,2,3,0,5.0,1.0,10,2.0,3,4.0,2.0,0,20200715.0,20230201.0,20220925.0
1578,2099,0,0.3200909528087451,0,22,6.958904109589041,829.08,49,11,3,0,4.0,5.0,10,1.0,2,4.0,2.0,3,20181030.0,20230326.0,20230228.0
1579,2100,0,0.3605728248239003,0,22,3.084931506849315,710.31,78,0,3,1,4.0,1.0,10,1.0,3,1.0,2.0,0,20220913.0,20230109.0,20230429.0
1580,2101,0,0.33264542606086567,1,22,2.7945205479452055,751.81,58,7,3,7,5.0,2.0,10,4.0,2,4.0,1.0,1,20221228.0,20230110.0,20230629.0
1581,2102,0,0.21903950522852011,0,22,2.558904109589041,598.51,57,6,3,2,2.0,3.0,10,1.0,0,1.0,1.0,2,20230324.0,20230716.0,20230504.0
1582,2103,1,0.45019465079615956,0,22,5.032876712328767,958.29,34,6,3,3,5.0,5.0,10,1.0,0,4.0,3.0,3,20201002.0,20230216.0,20220906.0
1583,2104,0,0.3456785619919651,0,22,5.082191780821918,200.34,71,6,3,8,2.0,3.0,10,1.0,2,4.0,5.0,3,20200914.0,20230610.0,20221014.0
1584,2105,0,0.30549151314780204,0,22,5.736986301369863,365.03,60,11,3,6,4.0,2.0,10,3.0,2,4.0,3.0,2,20200119.0,20230724.0,20221110.0
1585,2106,0,0.2906875537042747,0,22,6.504109589041096,782.43,57,23,3,9,2.0,1.0,10,5.0,4,5.0,4.0,3,20190414.0,20221028.0,20230715.0
1586,2107,0,0.19894727529060507,0,22,2.367123287671233,668.91,80,6,3,4,1.0,1.0,10,4.0,2,1.0,1.0,3,20230602.0,20221125.0,20230305.0
1587,2108,0,0.3075908737727558,1,22,3.4328767123287673,804.37,44,6,3,5,2.0,4.0,10,1.0,4,2.0,5.0,3,20220509.0,20230410.0,20220905.0
1588,2109,0,0.32145869385453735,0,22,4.638356164383562,869.94,33,6,3,0,5.0,5.0,10,3.0,3,3.0,3.0,0,20210223.0,20230404.0,20230418.0
1589,2110,0,0.3699151211537394,0,22,4.361643835616438,399.55,73,11,3,1,4.0,2.0,10,1.0,1,4.0,4.0,2,20210604.0,20221113.0,20221230.0
1590,2111,0,0.3760470505466358,0,22,3.5452054794520547,470.24,65,9,3,7,5.0,1.0,10,2.0,0,3.0,4.0,2,20220329.0,20230426.0,20221117.0
1591,2112,0,0.42913551169264663,0,22,6.210958904109589,157.04,76,4,3,2,4.0,1.0,10,4.0,3,3.0,2.0,3,20190730.0,20230201.0,20220917.0
1592,2113,0,0.3250345669172855,0,22,5.265753424657534,394.54,76,9,3,3,2.0,5.0,10,5.0,4,1.0,2.0,3,20200709.0,20220831.0,20220818.0
1593,2114,0,0.40197551411884846,0,23,6.142465753424657,326.98,27,4,3,4,4.0,1.0,10,5.0,4,4.0,2.0,2,20190824.0,20230208.0,20230226.0
1594,2115,0,0.35249172262034634,0,23,6.501369863013698,752.82,41,1,3,5,2.0,1.0,10,5.0,0,2.0,5.0,1,20190415.0,20230125.0,20220924.0
1595,2116,0,0.33863576685294305,0,23,4.147945205479452,990.89,75,4,3,0,4.0,2.0,10,1.0,1,4.0,2.0,0,20210821.0,20230511.0,20220826.0
1596,2117,0,0.4413467973955471,0,23,5.3123287671232875,531.69,27,6,3,1,2.0,2.0,10,2.0,2,3.0,4.0,0,20200622.0,20221116.0,20230527.0
1597,2118,0,0.3148838394326441,0,23,5.712328767123288,384.28,20,15,3,7,5.0,4.0,10,3.0,4,2.0,3.0,3,20200128.0,20230320.0,20230421.0
1598,2119,0,0.38218871131436705,0,23,6.5479452054794525,803.08,78,9,3,2,5.0,3.0,10,1.0,4,2.0,5.0,1,20190329.0,20230527.0,20230715.0
1599,2120,0,0.34327955759078194,0,23,7.027397260273973,131.78,51,23,3,3,2.0,1.0,10,4.0,0,4.0,1.0,0,20181005.0,20220905.0,20230522.0
1600,2121,0,0.3842535150741717,0,23,5.1506849315068495,459.39,22,19,3,8,5.0,3.0,10,4.0,0,1.0,2.0,1,20200820.0,20230129.0,20221231.0
1601,2122,0,0.43134512294377314,0,22,4.342465753424658,949.46,46,9,3,0,5.0,2.0,10,3.0,0,3.0,1.0,1,20210611.0,20230125.0,20230102.0
1602,2123,0,0.2965586655226413,0,22,4.093150684931507,169.71,42,2,3,1,2.0,3.0,10,3.0,4,5.0,4.0,3,20210910.0,20221029.0,20220923.0
1603,2124,1,0.5212073545617376,1,22,2.643835616438356,238.23,73,23,3,7,2.0,5.0,10,4.0,4,1.0,2.0,2,20230221.0,20230421.0,20230426.0
1604,2125,0,0.3641134196956098,0,22,6.183561643835616,486.63,18,4,3,2,4.0,3.0,10,4.0,4,5.0,2.0,0,20190809.0,20220923.0,20220819.0
1605,2126,0,0.24620778520786193,0,22,4.602739726027397,692.5,52,20,3,3,1.0,4.0,10,3.0,1,4.0,2.0,1,20210308.0,20230414.0,20230124.0
1606,2127,0,0.3991448255045469,0,22,6.238356164383561,119.71,66,6,3,8,4.0,3.0,10,2.0,1,2.0,5.0,2,20190720.0,20230801.0,20230403.0
1607,2128,0,0.24417585677561193,0,22,2.5506849315068494,168.47,68,6,3,6,2.0,1.0,10,1.0,1,3.0,2.0,3,20230327.0,20230401.0,20221222.0
1608,2129,0,0.27523864798605013,0,22,6.021917808219178,951.82,31,6,3,9,2.0,2.0,10,5.0,3,5.0,4.0,0,20191007.0,20220930.0,20230303.0
1609,2130,0,0.26156790226005794,0,22,2.835616438356164,444.22,49,6,3,4,1.0,2.0,10,3.0,3,5.0,4.0,1,20221213.0,20230330.0,20221121.0
1610,2131,0,0.36319353434726365,1,22,5.3561643835616435,591.83,69,6,3,5,4.0,1.0,10,1.0,1,2.0,5.0,3,20200606.0,20221228.0,20230121.0
1611,2132,0,0.3741456502194802,0,22,3.4712328767123286,936.77,58,7,3,0,2.0,3.0,10,2.0,3,3.0,5.0,3,20220425.0,20221215.0,20220915.0
1612,2133,0,0.29134354875956203,0,22,5.213698630136986,797.13,46,6,3,1,1.0,2.0,10,2.0,1,3.0,4.0,2,20200728.0,20230302.0,20230316.0
1613,2134,0,0.22589463464137924,0,22,3.6246575342465754,420.72,21,0,3,7,2.0,5.0,10,4.0,2,2.0,1.0,3,20220228.0,20230227.0,20221020.0
1614,2135,0,0.2806199274957408,0,22,3.96986301369863,218.13,66,4,3,2,2.0,4.0,10,2.0,0,2.0,5.0,1,20211025.0,20230802.0,20221121.0
1615,2136,0,0.2576406144749283,0,22,7.090410958904109,659.25,27,21,3,3,1.0,2.0,10,2.0,3,2.0,1.0,0,20180912.0,20230218.0,20221128.0
1616,2138,0,0.3992093403253301,0,23,3.9424657534246577,282.21,55,14,3,2,2.0,2.0,10,1.0,2,5.0,3.0,0,20211104.0,20220822.0,20220817.0
1617,2139,0,0.3349183978851753,0,23,5.443835616438356,935.49,52,0,3,3,2.0,4.0,10,1.0,4,4.0,2.0,3,20200505.0,20230505.0,20230521.0
1618,2140,0,0.3453230883937878,0,23,4.8493150684931505,264.84,51,4,3,4,2.0,4.0,10,4.0,1,5.0,3.0,3,20201208.0,20230511.0,20230427.0
1619,2141,0,0.3882372448864797,0,23,7.043835616438356,619.72,72,0,3,5,2.0,3.0,10,2.0,2,3.0,1.0,1,20180929.0,20221114.0,20230607.0
1620,2142,0,0.33676710486552563,0,23,5.764383561643836,248.83,55,4,3,6,2.0,1.0,10,2.0,3,5.0,3.0,3,20200109.0,20230506.0,20230111.0
1621,2144,0,0.37794016181043083,0,23,3.136986301369863,474.09,24,6,3,8,2.0,4.0,10,2.0,2,5.0,4.0,0,20220825.0,20230609.0,20230126.0
1622,2145,0,0.3763390488580972,0,23,6.63013698630137,251.83,30,11,3,9,1.0,5.0,10,3.0,3,3.0,4.0,0,20190227.0,20230519.0,20221205.0
1623,2146,0,0.2637353350401548,1,22,5.8054794520547945,386.89,76,19,3,3,2.0,1.0,10,3.0,3,1.0,1.0,0,20191225.0,20230224.0,20230309.0
1624,2147,0,0.3844273409956445,0,22,5.167123287671233,535.19,39,0,3,4,4.0,2.0,10,2.0,2,1.0,3.0,0,20200814.0,20221103.0,20230125.0
1625,2148,0,0.2944337739251294,0,22,4.208219178082191,409.66,72,19,3,5,5.0,2.0,10,1.0,1,1.0,1.0,3,20210730.0,20230612.0,20230416.0
1626,2149,1,0.5340764827751958,1,22,4.4520547945205475,747.63,24,14,3,6,5.0,5.0,10,5.0,4,3.0,2.0,2,20210502.0,20230521.0,20230508.0
1627,2150,0,0.4387561493568502,0,22,2.728767123287671,794.12,52,19,3,7,5.0,1.0,10,2.0,0,1.0,3.0,3,20230121.0,20221126.0,20230803.0
1628,2151,0,0.2542473335877982,0,22,4.7315068493150685,845.94,71,7,3,8,1.0,4.0,10,4.0,2,4.0,3.0,1,20210120.0,20230411.0,20230310.0
1629,2152,0,0.2817409971144731,0,22,5.019178082191781,606.89,64,4,3,9,2.0,4.0,10,3.0,4,1.0,4.0,3,20201007.0,20230330.0,20221015.0
1630,2153,0,0.36758537099609884,0,22,6.3342465753424655,190.07,75,14,3,0,4.0,3.0,10,3.0,3,5.0,2.0,1,20190615.0,20230119.0,20230224.0
1631,2154,0,0.43320731658962375,0,22,3.463013698630137,795.38,47,6,3,1,4.0,2.0,10,1.0,3,3.0,4.0,1,20220428.0,20230518.0,20230311.0
1632,2155,0,0.3641991101095763,1,22,6.295890410958904,972.82,77,8,3,2,4.0,4.0,10,1.0,3,2.0,1.0,2,20190629.0,20230313.0,20230321.0
1633,2156,0,0.3126114929286308,0,22,7.093150684931507,763.44,29,5,3,3,3.0,3.0,10,5.0,1,1.0,2.0,3,20180911.0,20230303.0,20230119.0
1634,2157,0,0.33337765317917006,0,22,5.416438356164384,152.69,70,11,3,4,4.0,5.0,10,4.0,0,2.0,1.0,1,20200515.0,20221210.0,20221002.0
1635,2158,0,0.3222700422265205,0,22,2.638356164383562,989.3,61,6,3,5,3.0,3.0,10,2.0,4,4.0,1.0,1,20230223.0,20230104.0,20230406.0
1636,2159,0,0.329164662447598,0,22,4.561643835616438,833.52,38,0,3,6,5.0,1.0,10,1.0,4,1.0,3.0,3,20210323.0,20220920.0,20230124.0
1637,2160,0,0.3241814949452715,0,22,2.9342465753424656,329.65,34,9,3,7,3.0,5.0,10,1.0,3,1.0,5.0,1,20221107.0,20230120.0,20230616.0
