employee_id,title,business_unit,department_type,division,state,gender_code,race_desc,marital_desc,age
1948,Production Technician II,TNS,Sales,Splicing,PA,Female,Black,Married,59
1949,Sales Manager,MSC,Sales,Field Operations,PA,Female,Hispanic,Divorced,69
1950,Production Technician II,TNS,Production       ,Splicing,PA,Female,Asian,Married,65
1951,Sales Manager,SVG,Sales,Aerial,MA,Female,Asian,Married,60
1952,Sales Manager,TNS,Sales,Underground,PA,Female,Other,Divorced,31
1953,Production Technician I,PL,Production       ,Finance & Accounting,MA,Female,Asian,Divorced,47
1954,Production Technician II,SVG,Production       ,Finance & Accounting,MA,Female,Other,Divorced,51
1955,Production Technician I,MSC,Production       ,Field Operations,MA,Male,White,Married,22
1956,Production Technician I,PL,Production       ,Billable Consultants,MA,Female,Black,Married,63
1957,Production Technician I,TNS,Production       ,Field Operations,MA,Female,Asian,Widowed,44
1958,Production Technician I,PYZ,Production       ,Sales & Marketing,MA,Female,Other,Married,29
1959,Production Technician I,CCDR,Production       ,Project Management - Con,MA,Female,Asian,Married,33
1960,Production Technician I,PYZ,Production       ,Aerial,MA,Male,White,Divorced,70
1961,Production Technician I,TNS,Production       ,General - Eng,MA,Female,Black,Married,73
1962,Production Technician II,CCDR,Production       ,General - Con,MA,Female,Other,Divorced,72
1963,Production Technician I,CCDR,Production       ,General - Con,MA,Female,Other,Married,48
1964,Production Technician I,EW,Production       ,Executive,MA,Female,Other,Married,53
1965,Production Technician II,CCDR,Production       ,General - Con,MA,Female,White,Widowed,73
1966,Production Technician II,TNS,Production       ,General - Con,MA,Female,Other,Widowed,48
1967,Production Technician I,PL,Production       ,General - Con,MA,Female,Other,Single,25
1968,Production Technician I,NEL,Production       ,General - Con,MA,Female,Asian,Widowed,64
1970,Production Technician I,PYZ,Production       ,Field Operations,MA,Female,Other,Single,70
1971,Production Technician II,MSC,Production       ,General - Con,MA,Female,Other,Divorced,24
1972,Production Technician II,EW,Production       ,Field Operations,MA,Male,Asian,Single,25
1973,Production Technician II,BPC,Production       ,General - Con,MA,Female,Black,Married,28
1974,Production Technician I,NEL,Production       ,Aerial,MA,Female,White,Widowed,53
1975,Production Technician I,SVG,Production       ,Project Management - Con,MA,Female,Other,Divorced,78
1976,Production Technician I,EW,Production       ,Finance & Accounting,MA,Female,White,Single,76
1977,Production Technician I,MSC,Production       ,Field Operations,MA,Female,White,Single,70
1978,Production Technician I,TNS,Production       ,Finance & Accounting,MA,Female,Other,Divorced,45
1979,Production Technician I,PYZ,Production       ,Engineers,MA,Female,Asian,Single,50
1980,Production Technician I,WBL,Production       ,General - Con,MA,Female,Hispanic,Married,31
1981,Production Technician I,NEL,Production       ,General - Con,MA,Male,Black,Divorced,28
1982,Production Technician I,PL,Production       ,General - Sga,MA,Female,Hispanic,Married,38
1983,Production Technician I,BPC,Production       ,General - Con,MA,Female,Asian,Widowed,64
1984,Production Technician I,CCDR,Production       ,Catv,MA,Female,Black,Single,72
1985,Production Technician I,SVG,Production       ,General - Con,MA,Female,White,Widowed,60
1986,Production Technician I,EW,Production       ,Executive,MA,Female,Black,Divorced,73
1987,Production Technician I,MSC,Production       ,General - Sga,MA,Female,White,Single,51
1988,Production Technician I,TNS,Production       ,Field Operations,MA,Female,Black,Single,29
1989,Production Technician II,PL,Production       ,Field Operations,MA,Female,Other,Married,20
1990,Production Technician II,BPC,Production       ,Field Operations,MA,Female,Black,Divorced,73
1991,Production Technician II,CCDR,Production       ,General - Con,MA,Female,Other,Married,70
1992,Production Technician II,SVG,Production       ,General - Con,MA,Female,White,Divorced,69
1993,Production Technician II,EW,Production       ,Field Operations,MA,Female,Hispanic,Divorced,48
1994,Production Technician II,MSC,Production       ,General - Con,MA,Female,Other,Single,34
1995,Production Technician II,TNS,Production       ,Field Operations,MA,Female,Other,Married,44
1996,Production Technician II,PYZ,Production       ,Aerial,MA,Female,White,Single,29
1997,Production Technician II,WBL,Production       ,Wireline Construction,MA,Female,Asian,Divorced,29
1998,Production Technician II,NEL,Production       ,General - Con,MA,Female,Black,Widowed,23
1999,Production Technician II,PL,Production       ,Field Operations,MA,Female,Other,Widowed,78
2000,Production Technician I,PYZ,Production       ,General - Con,MA,Female,Black,Widowed,59
2001,Production Technician I,SVG,Production       ,Yard (Material Handling),MA,Female,White,Widowed,42
2002,Production Technician I,TNS,Production       ,General - Con,MA,Female,White,Married,28
2003,Production Technician I,WBL,Production       ,Shop (Fleet),MA,Female,Other,Married,35
2004,Production Technician I,PYZ,Production       ,Engineers,MA,Female,Other,Divorced,20
2005,Production Technician I,WBL,Production       ,Splicing,MA,Female,Asian,Widowed,71
2006,Production Technician I,NEL,Production       ,Executive,MA,Male,Other,Married,48
2007,Production Technician I,PL,Production       ,Splicing,MA,Female,Black,Widowed,41
2008,Production Technician I,BPC,Production       ,Field Operations,MA,Female,Asian,Widowed,78
2009,Production Technician I,CCDR,Production       ,Project Management - Con,MA,Female,White,Widowed,24
2010,Production Technician I,SVG,Production       ,Catv,MA,Female,Hispanic,Married,74
2011,Production Technician I,EW,Production       ,Finance & Accounting,MA,Female,Asian,Married,28
2012,Production Technician I,MSC,Production       ,General - Sga,MA,Female,White,Single,36
2013,Production Technician I,TNS,Production       ,General - Con,MA,Female,Black,Widowed,67
2014,Production Technician II,EW,Production       ,Splicing,MA,Female,Asian,Divorced,38
2015,Production Technician II,MSC,Production       ,Engineers,MA,Female,White,Widowed,31
2016,Production Technician II,NEL,Production       ,Field Operations,MA,Female,White,Widowed,63
2017,Production Technician II,PL,Production       ,Aerial,MA,Female,Black,Single,48
2018,Production Technician II,PYZ,Production       ,Yard (Material Handling),MA,Female,Asian,Divorced,36
2019,Production Technician II,SVG,Production       ,Field Operations,MA,Female,White,Widowed,45
2020,Production Technician II,TNS,Production       ,Wireline Construction,MA,Female,Black,Widowed,75
2021,Production Technician II,WBL,Production       ,Field Operations,MA,Female,Asian,Widowed,67
2022,Production Technician II,BPC,Production       ,Wireless,MA,Female,White,Divorced,78
2023,Production Technician II,CCDR,Production       ,General - Con,MA,Female,Hispanic,Divorced,60
2024,Production Technician II,EW,Production       ,Field Operations,MA,Female,Asian,Single,30
2025,Production Technician II,MSC,Production       ,Field Operations,MA,Female,Asian,Single,46
2026,Production Technician I,SVG,Production       ,Field Operations,MA,Female,Hispanic,Married,53
2027,Production Technician I,EW,Production       ,Fielders,MA,Female,Black,Single,45
2028,Production Technician I,MSC,Production       ,Field Operations,MA,Female,Hispanic,Widowed,40
2029,Production Technician I,TNS,Production       ,General - Eng,MA,Female,Black,Single,76
2030,Production Technician I,PYZ,Production       ,Wireline Construction,MA,Female,Asian,Married,37
2031,Production Technician I,WBL,Production       ,Project Management - Con,MA,Male,Asian,Married,45
2032,Production Technician I,NEL,Production       ,Field Operations,MA,Male,Asian,Divorced,26
2033,Production Technician I,PL,Production       ,General - Con,MA,Female,White,Divorced,31
2034,Production Technician I,BPC,Production       ,Field Operations,MA,Female,Asian,Married,74
2035,Production Technician I,CCDR,Production       ,Aerial,MA,Female,Asian,Married,19
2036,Production Technician I,SVG,Production       ,Aerial,MA,Female,Asian,Single,80
2037,Production Technician I,EW,Production       ,General - Con,MA,Female,White,Married,76
2038,Production Technician I,MSC,Production       ,Splicing,MA,Female,Black,Married,17
2039,Production Technician I,TNS,Production       ,Field Operations,MA,Female,White,Single,65
2041,Production Technician II,PL,Production       ,General - Con,MA,Female,Black,Single,25
2042,Production Technician II,BPC,Production       ,General - Con,MA,Female,White,Married,27
2043,Production Technician II,CCDR,Production       ,Isp,MA,Female,White,Married,53
2044,Production Technician II,SVG,Production       ,Wireline Construction,MA,Female,Black,Married,30
2045,Production Technician II,EW,Production       ,Fielders,MA,Female,Other,Divorced,45
2046,Production Technician II,MSC,Production       ,Project Management - Con,MA,Female,Asian,Widowed,72
2047,Production Technician II,TNS,Production       ,Aerial,MA,Female,White,Single,56
2048,Production Technician II,PYZ,Production       ,Aerial,MA,Female,Asian,Married,27
2049,Production Technician II,WBL,Production       ,Field Operations,MA,Female,Asian,Widowed,78
2050,Production Technician II,NEL,Production       ,Wireless,MA,Female,White,Widowed,69
2051,Production Technician I,CCDR,Production       ,Field Operations,MA,Female,Black,Single,23
2052,Production Technician I,SVG,Production       ,Field Operations,MA,Female,Hispanic,Married,64
2053,Production Technician I,EW,Production       ,Engineers,MA,Female,White,Divorced,32
2054,Production Technician I,MSC,Production       ,Project Management - Con,MA,Female,Black,Married,25
2055,Production Technician I,TNS,Production       ,Engineers,MA,Female,White,Divorced,31
2056,Production Technician I,PYZ,Production       ,Field Operations,MA,Female,White,Divorced,63
2057,Production Technician I,WBL,Production       ,Field Operations,MA,Male,Hispanic,Married,57
2058,Production Technician I,NEL,Production       ,Field Operations,MA,Male,White,Divorced,38
2059,Production Technician I,PL,Production       ,General - Con,MA,Female,White,Married,36
2060,Production Technician I,BPC,Production       ,Field Operations,MA,Female,Asian,Divorced,81
2061,Production Technician I,CCDR,Production       ,Engineers,MA,Female,Other,Married,72
2062,Production Technician I,SVG,Production       ,Project Management - Con,MA,Female,Hispanic,Single,68
2063,Production Technician I,EW,Production       ,Aerial,MA,Female,Hispanic,Married,77
2064,Production Technician I,MSC,Production       ,Finance & Accounting,MA,Female,White,Single,56
2065,Production Technician II,EW,Production       ,Field Operations,MA,Female,Other,Single,48
2066,Production Technician II,MSC,Production       ,Project Management - Con,MA,Female,Asian,Single,34
2067,Production Technician II,NEL,Production       ,Engineers,MA,Female,White,Divorced,73
2068,Production Technician II,PL,Production       ,Field Operations,MA,Female,White,Divorced,59
2069,Production Technician II,PYZ,Production       ,Wireline Construction,MA,Female,Other,Widowed,31
2070,Production Technician II,SVG,Production       ,Field Operations,MA,Female,White,Divorced,53
2071,Production Technician II,TNS,Production       ,Wireline Construction,MA,Female,White,Widowed,46
2072,Production Technician II,WBL,Production       ,Project Management - Con,MA,Female,White,Single,43
2073,Production Technician II,PYZ,Production       ,Field Operations,MA,Female,Hispanic,Single,67
2074,Production Technician II,WBL,Production       ,Field Operations,MA,Female,Hispanic,Widowed,52
2075,Production Technician I,NEL,Production       ,Project Management - Con,MA,Female,Other,Married,42
2076,Production Technician I,PL,Production       ,Field Operations,MA,Female,Black,Divorced,78
2077,Production Technician I,PYZ,Production       ,General - Con,MA,Female,Asian,Married,77
2078,Production Technician I,SVG,Production       ,Field Operations,MA,Female,White,Single,32
2079,Production Technician I,TNS,Production       ,General - Con,MA,Female,White,Married,66
2080,Production Technician I,WBL,Production       ,Catv,MA,Female,Other,Married,62
2081,Production Technician I,BPC,Production       ,Engineers,MA,Female,Asian,Married,32
2082,Production Technician I,CCDR,Production       ,Field Operations,MA,Male,Black,Single,60
2083,Production Technician I,EW,Production       ,Engineers,MA,Female,Hispanic,Divorced,39
2084,Production Technician I,MSC,Production       ,Sales & Marketing,MA,Female,Hispanic,Divorced,50
2085,Production Technician I,NEL,Production       ,Engineers,MA,Female,Asian,Married,20
2086,Production Technician I,PL,Production       ,General - Con,MA,Female,Asian,Divorced,43
2087,Production Technician I,PYZ,Production       ,Field Operations,MA,Female,Black,Widowed,60
2088,Production Technician I,SVG,Production       ,Yard (Material Handling),MA,Female,White,Divorced,59
2089,Production Technician I,TNS,Production       ,Technology / It,MA,Female,White,Married,52
2090,Production Technician II,EW,Production       ,General - Sga,MA,Female,Asian,Divorced,81
2091,Production Technician II,MSC,Production       ,Field Operations,MA,Female,Black,Single,23
2092,Production Technician II,NEL,Production       ,Field Operations,MA,Female,Asian,Widowed,32
2093,Production Technician II,PL,Production       ,General - Con,MA,Female,Hispanic,Married,72
2094,Production Technician II,PYZ,Production       ,Field Operations,MA,Female,Black,Married,55
2095,Production Technician II,SVG,Production       ,Project Management - Con,MA,Female,Other,Divorced,26
2096,Production Technician II,TNS,Production       ,Field Operations,MA,Female,Black,Single,38
2097,Production Technician II,WBL,Production       ,Aerial,MA,Female,Black,Widowed,54
2098,Production Technician II,BPC,Production       ,Catv,MA,Female,Other,Divorced,70
2099,Production Technician I,BPC,Production       ,General - Sga,MA,Female,Hispanic,Widowed,49
2100,Production Technician I,CCDR,Production       ,Aerial,MA,Female,Other,Divorced,78
2101,Production Technician I,SVG,Production       ,Fielders,MA,Female,Hispanic,Married,58
2102,Production Technician I,EW,Production       ,Field Operations,MA,Female,Asian,Single,57
2103,Production Technician I,MSC,Production       ,Field Operations,MA,Female,Asian,Widowed,34
2104,Production Technician I,TNS,Production       ,Field Operations,MA,Female,Hispanic,Widowed,71
2105,Production Technician I,PYZ,Production       ,General - Sga,MA,Female,Hispanic,Single,60
2106,Production Technician I,WBL,Production       ,Wireline Construction,MA,Male,White,Widowed,57
2107,Production Technician I,NEL,Production       ,Field Operations,MA,Female,Hispanic,Widowed,80
2108,Production Technician I,PL,Production       ,Field Operations,MA,Female,White,Widowed,44
2109,Production Technician I,BPC,Production       ,Field Operations,MA,Female,Other,Divorced,33
2110,Production Technician I,CCDR,Production       ,General - Sga,MA,Female,Black,Single,73
2111,Production Technician I,SVG,Production       ,General - Con,MA,Female,Asian,Single,65
2112,Production Technician I,EW,Production       ,Engineers,MA,Female,Other,Widowed,76
2113,Production Technician I,MSC,Production       ,General - Con,MA,Female,White,Widowed,76
2114,Production Technician II,NEL,Production       ,Engineers,MA,Female,White,Single,27
2115,Production Technician II,PL,Production       ,Billable Consultants,MA,Female,Asian,Married,41
2116,Production Technician II,BPC,Production       ,Engineers,MA,Female,Black,Divorced,75
2117,Production Technician II,CCDR,Production       ,Field Operations,MA,Female,Hispanic,Divorced,27
2118,Production Technician II,SVG,Production       ,Project Management - Eng,MA,Female,White,Widowed,20
2119,Production Technician II,EW,Production       ,General - Con,MA,Female,White,Married,78
2120,Production Technician II,MSC,Production       ,Wireline Construction,MA,Female,Asian,Divorced,51
2121,Production Technician II,TNS,Production       ,Splicing,MA,Female,Asian,Married,22
2122,Production Technician I,BPC,Production       ,General - Con,MA,Female,Asian,Married,46
2123,Production Technician I,CCDR,Production       ,Catv,MA,Female,White,Widowed,42
2124,Production Technician I,SVG,Production       ,Wireline Construction,MA,Female,White,Single,73
2125,Production Technician I,EW,Production       ,Engineers,MA,Female,White,Divorced,18
2126,Production Technician I,MSC,Production       ,Technology / It,MA,Female,Black,Married,52
2127,Production Technician I,TNS,Production       ,Field Operations,MA,Female,Black,Single,66
2128,Production Technician I,PYZ,Production       ,Field Operations,MA,Female,Black,Widowed,68
2129,Production Technician I,WBL,Production       ,Field Operations,MA,Male,Other,Divorced,31
2130,Production Technician I,NEL,Production       ,Field Operations,MA,Female,Other,Married,49
2131,Production Technician I,PL,Production       ,Field Operations,MA,Female,Black,Widowed,69
2132,Production Technician I,BPC,Production       ,Fielders,MA,Female,Other,Widowed,58
2133,Production Technician I,CCDR,Production       ,Field Operations,MA,Female,Black,Single,46
2134,Production Technician I,SVG,Production       ,Aerial,MA,Female,Hispanic,Widowed,21
2135,Production Technician I,EW,Production       ,Engineers,MA,Female,Asian,Married,66
2136,Production Technician I,MSC,Production       ,Underground,MA,Female,Other,Divorced,27
2138,Production Technician II,EW,Production       ,Project Management - Con,MA,Female,Hispanic,Divorced,55
2139,Production Technician II,MSC,Production       ,Aerial,MA,Female,White,Widowed,52
2140,Production Technician II,NEL,Production       ,Engineers,MA,Female,Black,Widowed,51
2141,Production Technician II,PL,Production       ,Aerial,MA,Female,Hispanic,Married,72
2142,Production Technician II,PYZ,Production       ,Engineers,MA,Female,Other,Widowed,55
2144,Production Technician II,TNS,Production       ,Field Operations,MA,Female,Hispanic,Divorced,24
2145,Production Technician II,WBL,Production       ,General - Sga,MA,Female,Other,Divorced,30
2146,Production Technician I,MSC,Production       ,Splicing,MA,Female,Other,Divorced,76
2147,Production Technician I,NEL,Production       ,Aerial,MA,Female,Hispanic,Divorced,39
2148,Production Technician I,PL,Production       ,Splicing,MA,Female,Black,Widowed,72
2149,Production Technician I,PYZ,Production       ,Project Management - Con,MA,Female,White,Single,24
2150,Production Technician I,SVG,Production       ,Splicing,MA,Female,Asian,Widowed,52
2151,Production Technician I,TNS,Production       ,Fielders,MA,Female,Hispanic,Married,71
2152,Production Technician I,WBL,Production       ,Engineers,MA,Female,White,Widowed,64
2153,Production Technician I,BPC,Production       ,Project Management - Con,MA,Female,Other,Married,75
2154,Production Technician I,CCDR,Production       ,Field Operations,MA,Male,Other,Married,47
2155,Production Technician I,EW,Production       ,Finance & Accounting,MA,Female,Other,Single,77
2156,Production Technician I,MSC,Production       ,Executive,MA,Female,Black,Widowed,29
2157,Production Technician I,NEL,Production       ,General - Sga,MA,Female,Asian,Married,70
2158,Production Technician I,PL,Production       ,Field Operations,MA,Female,White,Married,61
2159,Production Technician I,PYZ,Production       ,Aerial,MA,Female,White,Widowed,38
2160,Production Technician I,SVG,Production       ,General - Con,MA,Female,Other,Married,34
2161,Production Technician I,TNS,Production       ,Project Management - Con,MA,Female,Asian,Single,70
2162,Production Technician II,WBL,Production       ,Project Management - Con,MA,Female,Asian,Married,51
2163,Production Technician II,NEL,Production       ,General - Sga,MA,Female,White,Married,53
2164,Production Technician II,PL,Production       ,General - Eng,MA,Female,Black,Divorced,70
2165,Production Technician II,BPC,Production       ,Field Operations,MA,Female,Asian,Divorced,71
2166,Production Technician II,CCDR,Production       ,Field Operations,MA,Female,Asian,Widowed,22
2168,Production Technician II,EW,Production       ,Field Operations,MA,Female,Black,Divorced,23
2169,Production Technician II,MSC,Production       ,General - Con,MA,Female,Black,Widowed,25
2170,Production Technician I,PL,Production       ,Wireline Construction,MA,Female,Black,Widowed,73
2171,Production Technician I,BPC,Production       ,Executive,MA,Female,Hispanic,Married,29
2172,Production Technician I,CCDR,Production       ,Field Operations,MA,Female,Other,Single,27
2173,Production Technician I,SVG,Production       ,Engineers,MA,Female,Asian,Divorced,34
2174,Production Technician I,EW,Production       ,General - Eng,MA,Female,Black,Married,52
2175,Production Technician I,MSC,Production       ,Field Operations,MA,Female,Hispanic,Widowed,32
2176,Production Technician I,TNS,Production       ,Field Operations,MA,Female,Asian,Married,33
2177,Production Technician I,PYZ,Production       ,Catv,MA,Male,Asian,Single,69
2178,Production Technician I,WBL,Production       ,Fielders,MA,Female,Hispanic,Married,32
2179,Production Technician I,NEL,Production       ,Project Management - Con,MA,Female,Black,Widowed,26
2180,Production Technician I,PL,Production       ,Field Operations,MA,Female,Hispanic,Widowed,38
2181,Production Technician I,BPC,Production       ,Field Operations,MA,Female,Black,Single,28
2182,Production Technician I,CCDR,Production       ,General - Eng,MA,Female,Black,Widowed,29
2183,Production Technician I,SVG,Production       ,Finance & Accounting,MA,Female,White,Divorced,69
2184,Production Technician I,EW,Production       ,Aerial,MA,Female,Other,Divorced,37
2185,Production Technician II,WBL,Production       ,Aerial,MA,Female,Asian,Single,61
2186,Production Technician II,NEL,Production       ,Field Operations,MA,Male,Hispanic,Married,26
2187,Production Technician II,PL,Production       ,Engineers,MA,Female,Hispanic,Married,22
2188,Production Technician II,BPC,Production       ,Field Operations,MA,Female,Black,Married,56
2189,Production Technician II,CCDR,Production       ,Shop (Fleet),MA,Female,White,Divorced,75
2190,Production Technician II,SVG,Production       ,General - Con,MA,Female,Asian,Single,38
2191,Production Technician II,EW,Production       ,Engineers,MA,Female,Asian,Married,50
2192,Production Technician II,MSC,Production       ,General - Con,MA,Female,Black,Divorced,75
2193,Production Technician I,NEL,Production       ,Field Operations,MA,Male,White,Married,56
2194,Production Technician I,PL,Production       ,Field Operations,MA,Female,Other,Widowed,27
2195,Production Technician I,BPC,Production       ,Underground,MA,Female,Black,Single,69
2196,Production Technician I,CCDR,Production       ,Underground,MA,Male,White,Single,39
2197,Production Technician I,SVG,Production       ,Wireline Construction,MA,Female,Asian,Divorced,35
2198,Production Technician I,EW,Production       ,Field Operations,MA,Female,White,Single,59
2199,Production Technician I,MSC,Production       ,General - Con,MA,Female,White,Divorced,43
2200,Production Technician I,TNS,Production       ,Field Operations,MA,Female,Asian,Single,68
2201,Production Technician I,PYZ,Production       ,Project Management - Con,MA,Male,Other,Married,30
2202,Production Technician I,WBL,Production       ,Project Management - Con,MA,Female,Asian,Married,51
2203,Production Technician I,NEL,Production       ,General - Con,MA,Female,Asian,Married,34
2204,Production Technician I,PL,Production       ,Shop (Fleet),MA,Female,Other,Divorced,37
2205,Production Technician I,BPC,Production       ,General - Sga,MA,Female,Black,Divorced,78
2206,Production Technician I,CCDR,Production       ,Field Operations,MA,Female,Other,Widowed,80
2207,Production Technician I,SVG,Production       ,Field Operations,MA,Female,Black,Divorced,68
2208,IT Support,WBL,IT/IS,Fielders,CT,Female,Other,Married,70
2209,IT Support,PYZ,IT/IS,Wireline Construction,MA,Male,Black,Widowed,20
2210,IT Support,PL,IT/IS,Wireline Construction,MA,Female,Black,Single,56
2211,IT Support,WBL,IT/IS,Field Operations,CT,Female,White,Married,49
2212,IT Support,MSC,IT/IS,Field Operations,MA,Female,White,Widowed,31
2213,IT Support,EW,IT/IS,Shop (Fleet),MA,Female,Asian,Married,58
2214,IT Support,CCDR,IT/IS,Field Operations,MA,Female,Black,Married,70
2215,IT Support,BPC,IT/IS,Engineers,MA,Female,Asian,Divorced,60
2216,IT Manager - Support,WBL,IT/IS,General - Con,MA,Female,Hispanic,Single,50
2217,IT Manager - Infra,TNS,IT/IS,People Services,CT,Female,Hispanic,Divorced,25
2218,IT Manager - DB,SVG,IT/IS,Field Operations,MA,Female,Asian,Widowed,52
2219,IT Support,SVG,IT/IS,Wireline Construction,MA,Female,Hispanic,Widowed,56
2220,IT Support,EW,IT/IS,General - Eng,MA,Female,Asian,Married,61
2221,IT Support,MSC,IT/IS,Field Operations,MA,Female,Hispanic,Single,26
2222,IT Support,TNS,IT/IS,Wireline Construction,MA,Female,Hispanic,Widowed,22
2223,IT Manager - Support,BPC,IT/IS,Executive,MA,Female,Asian,Widowed,78
2224,IT Manager - Infra,CCDR,IT/IS,Wireline Construction,CT,Female,Asian,Divorced,21
2225,IT Manager - DB,EW,IT/IS,Engineers,MA,Male,Black,Divorced,52
2226,IT Support,SVG,IT/IS,General - Eng,MA,Female,White,Married,59
2227,IT Support,EW,IT/IS,Aerial,MA,Female,Black,Widowed,26
2228,IT Support,MSC,IT/IS,Wireless,MA,Female,White,Divorced,76
2229,IT Support,TNS,IT/IS,Underground,MA,Female,Asian,Divorced,45
2230,IT Manager - Support,PYZ,IT/IS,General - Con,CT,Female,Hispanic,Married,46
2231,IT Manager - Infra,WBL,IT/IS,General - Con,CT,Female,Other,Single,30
2232,IT Manager - DB,NEL,IT/IS,Field Operations,MA,Male,Hispanic,Single,80
2233,IT Support,MSC,IT/IS,Splicing,MA,Female,Asian,Single,42
2234,IT Support,EW,IT/IS,Wireline Construction,MA,Female,Black,Married,46
2235,IT Support,CCDR,IT/IS,Shop (Fleet),MA,Female,Other,Single,68
2236,IT Support,BPC,IT/IS,Engineers,CT,Female,Hispanic,Widowed,70
2237,IT Manager - Support,WBL,IT/IS,Underground,CT,Female,Other,Single,47
2238,IT Manager - Infra,TNS,IT/IS,Project Management - Con,CT,Male,Hispanic,Widowed,49
2239,IT Manager - DB,SVG,IT/IS,Catv,MA,Male,Asian,Divorced,61
2240,IT Support,SVG,IT/IS,Finance & Accounting,MA,Female,Hispanic,Married,21
2241,IT Support,EW,IT/IS,Technology / It,MA,Female,Hispanic,Married,40
2242,IT Support,MSC,IT/IS,Field Operations,MA,Female,Hispanic,Married,28
2243,IT Support,TNS,IT/IS,Finance & Accounting,CT,Female,Other,Married,69
2244,IT Manager - Support,PYZ,IT/IS,Field Operations,CT,Female,Other,Married,73
2245,IT Manager - Infra,WBL,IT/IS,Engineers,MA,Male,Black,Divorced,75
2246,IT Manager - DB,NEL,IT/IS,Field Operations,MA,Male,White,Divorced,47
2247,IT Support,SVG,IT/IS,Fielders,MA,Female,Hispanic,Widowed,35
2248,IT Support,EW,IT/IS,Field Operations,MA,Female,Hispanic,Widowed,23
2249,IT Support,MSC,IT/IS,Field Operations,MA,Female,Black,Divorced,24
2250,IT Support,TNS,IT/IS,Aerial,CT,Female,Asian,Married,60
2251,IT Manager - Support,PYZ,IT/IS,Project Management - Con,MA,Female,Hispanic,Divorced,44
2252,IT Manager - Infra,WBL,IT/IS,Field Operations,MA,Male,White,Widowed,47
2253,IT Support,PYZ,IT/IS,Field Operations,MA,Female,Other,Single,38
2254,IT Support,SVG,IT/IS,General - Sga,MA,Female,Hispanic,Single,64
2255,IT Support,TNS,IT/IS,Wireline Construction,MA,Female,Hispanic,Single,30
2256,IT Support,WBL,IT/IS,Field Operations,CT,Female,Asian,Widowed,38
2257,IT Manager - Support,WBL,IT/IS,General - Eng,MA,Male,White,Married,33
2258,IT Manager - Infra,TNS,IT/IS,Engineers,MA,Male,White,Widowed,22
2259,IT Support,SVG,IT/IS,General - Eng,MA,Female,Hispanic,Divorced,61
2260,IT Support,EW,IT/IS,Engineers,MA,Female,Hispanic,Widowed,28
2261,IT Support,MSC,IT/IS,Wireline Construction,CT,Female,Black,Divorced,64
2262,IT Support,TNS,IT/IS,Engineers,CT,Female,Other,Divorced,69
2263,IT Manager - Support,PYZ,IT/IS,General - Sga,MA,Male,Hispanic,Single,55
2264,IT Manager - Infra,WBL,IT/IS,Executive,MA,Male,White,Single,42
2265,IT Support,SVG,IT/IS,Field Operations,MA,Female,Hispanic,Single,75
2266,IT Support,EW,IT/IS,Field Operations,MA,Female,Other,Single,45
2267,IT Support,MSC,IT/IS,General - Con,CT,Female,Hispanic,Divorced,52
2268,IT Support,TNS,IT/IS,General - Con,CT,Male,White,Single,58
2269,IT Manager - Support,PYZ,IT/IS,Executive,MA,Male,Hispanic,Divorced,46
2270,IT Support,PYZ,IT/IS,Project Management - Con,MA,Female,Asian,Single,67
2271,IT Support,SVG,IT/IS,Field Operations,MA,Female,Hispanic,Single,26
2272,IT Support,TNS,IT/IS,Field Operations,CT,Female,Black,Divorced,35
2273,IT Support,WBL,IT/IS,Project Management - Eng,CT,Male,Other,Divorced,64
2274,IT Manager - Support,BPC,IT/IS,Aerial,MA,Male,Other,Widowed,20
2275,Production Manager,EW,Production       ,Yard (Material Handling),MA,Male,Asian,Married,72
2276,Production Manager,TNS,Production       ,Project Management - Con,MA,Female,White,Divorced,41
2277,Production Manager,CCDR,Production       ,Field Operations,MA,Female,Hispanic,Widowed,59
2278,Production Manager,CCDR,Production       ,Wireless,MA,Female,White,Widowed,59
2279,Production Manager,EW,Production       ,Safety,MA,Male,Other,Divorced,45
2280,Production Manager,PYZ,Production       ,Catv,MA,Female,White,Married,33
2281,Production Manager,PL,Production       ,Field Operations,MA,Male,Hispanic,Single,21
2282,Production Manager,PL,Production       ,Fielders,MA,Male,Asian,Single,52
2283,Shared Services Manager,WBL,Admin Offices,Field Operations,MA,Male,White,Single,57
2284,CIO,EW,IT/IS,Wireline Construction,MA,Female,Other,Widowed,62
2285,Production Manager,BPC,Production       ,Project Management - Con,MA,Male,Other,Single,51
2286,Production Manager,NEL,Production       ,General - Eng,MA,Male,Black,Divorced,37
2287,Production Manager,PYZ,Production       ,General - Con,MA,Female,White,Single,61
2288,Production Manager,NEL,Production       ,Fielders,MA,Female,Black,Divorced,34
2289,Shared Services Manager,BPC,Admin Offices,Field Operations,MA,Male,White,Single,57
2290,Director of Sales,EW,Sales,Wireline Construction,RI,Female,Hispanic,Widowed,78
2471,Production Manager,CCDR,Production       ,Fielders,MA,Male,Other,Divorced,63
2291,Director of Operations,NEL,Production       ,General - Con,MA,Female,Black,Married,35
2292,Production Manager,TNS,Production       ,Aerial,MA,Male,White,Widowed,57
2293,Production Manager,CCDR,Production       ,Field Operations,MA,Male,Other,Single,22
2294,Production Manager,PYZ,Production       ,Field Operations,MA,Male,Black,Single,45
2295,Production Manager,SVG,Production       ,Field Operations,MA,Female,Asian,Divorced,23
