employee_id,employee_status,employee_type,pay_zone,employee_classification_type,start_date,start_date_key
1280,Active,Full-Time,Zone C,Temporary,2022-01-12,20220112.0
1281,Terminated,Part-Time,Zone A,Part-Time,2020-08-07,20200807.0
1282,Terminated,Part-Time,Zone A,Temporary,2021-04-10,20210410.0
1283,Active,Full-Time,Zone C,Full-Time,2021-01-11,20210111.0
1284,Active,Contract,Zone B,Full-Time,2019-12-08,20191208.0
1285,Active,Part-Time,Zone C,Full-Time,2021-09-26,20210926.0
1286,Terminated,Full-Time,Zone B,Temporary,2021-09-09,20210909.0
1287,Terminated,Full-Time,Zone A,Full-Time,2020-09-19,20200919.0
1288,Active,Full-Time,Zone C,Part-Time,2022-01-11,20220111.0
1289,Active,Full-Time,Zone C,Full-Time,2019-07-18,20190718.0
1290,Active,Full-Time,Zone A,Full-Time,2021-04-13,20210413.0
1291,Active,Contract,Zone B,Temporary,2023-06-17,20230617.0
1292,Active,Full-Time,Zone A,Part-Time,2018-10-27,20181027.0
1293,Active,Contract,Zone B,Full-Time,2021-06-01,20210601.0
1294,Active,Part-Time,Zone B,Part-Time,2023-04-07,20230407.0
1295,Active,Full-Time,Zone A,Full-Time,2021-06-13,20210613.0
1296,Terminated,Full-Time,Zone B,Part-Time,2019-03-13,20190313.0
1297,Terminated,Part-Time,Zone A,Temporary,2019-05-24,20190524.0
1298,Active,Part-Time,Zone B,Temporary,2023-02-25,20230225.0
1299,Active,Contract,Zone B,Full-Time,2020-03-24,20200324.0
1300,Active,Contract,Zone B,Temporary,2021-06-12,20210612.0
1301,Terminated,Part-Time,Zone B,Temporary,2019-03-22,20190322.0
1302,Terminated,Full-Time,Zone A,Full-Time,2021-03-08,20210308.0
1303,Active,Contract,Zone A,Full-Time,2020-05-15,20200515.0
1304,Active,Full-Time,Zone B,Part-Time,2023-01-24,20230124.0
1305,Terminated,Full-Time,Zone B,Temporary,2021-01-06,20210106.0
1306,Active,Part-Time,Zone B,Part-Time,2021-04-16,20210416.0
1307,Terminated,Contract,Zone A,Full-Time,2021-09-22,20210922.0
1308,Active,Full-Time,Zone C,Full-Time,2022-06-28,20220628.0
1309,Active,Part-Time,Zone C,Part-Time,2020-08-17,20200817.0
1310,Active,Part-Time,Zone B,Full-Time,2023-04-03,20230403.0
1311,Active,Full-Time,Zone C,Part-Time,2023-05-26,20230526.0
1312,Active,Full-Time,Zone B,Full-Time,2021-04-10,20210410.0
1313,Active,Contract,Zone C,Part-Time,2023-04-18,20230418.0
1314,Active,Contract,Zone C,Full-Time,2021-10-13,20211013.0
1315,Active,Part-Time,Zone A,Temporary,2020-10-10,20201010.0
1316,Active,Part-Time,Zone A,Full-Time,2019-01-20,20190120.0
1317,Active,Full-Time,Zone A,Part-Time,2021-05-09,20210509.0
1318,Active,Contract,Zone B,Temporary,2023-07-29,20230729.0
1319,Active,Part-Time,Zone C,Temporary,2019-08-24,20190824.0
1320,Active,Part-Time,Zone B,Full-Time,2018-12-25,20181225.0
1321,Active,Contract,Zone A,Full-Time,2021-05-27,20210527.0
1322,Active,Full-Time,Zone B,Full-Time,2023-02-02,20230202.0
1323,Active,Full-Time,Zone B,Temporary,2022-12-06,20221206.0
1324,Active,Part-Time,Zone A,Part-Time,2021-07-23,20210723.0
1325,Active,Contract,Zone B,Temporary,2019-11-16,20191116.0
1326,Active,Full-Time,Zone A,Temporary,2020-03-08,20200308.0
1327,Active,Part-Time,Zone B,Temporary,2019-01-14,20190114.0
1328,Active,Part-Time,Zone C,Full-Time,2020-02-29,20200229.0
1329,Active,Contract,Zone B,Part-Time,2022-11-25,20221125.0
1330,Active,Full-Time,Zone A,Part-Time,2022-09-15,20220915.0
1331,Active,Full-Time,Zone C,Temporary,2021-08-11,20210811.0
1332,Active,Contract,Zone B,Part-Time,2023-08-03,20230803.0
1333,Active,Part-Time,Zone A,Part-Time,2022-03-14,20220314.0
1334,Active,Full-Time,Zone B,Part-Time,2020-09-01,20200901.0
1335,Active,Contract,Zone A,Full-Time,2021-10-31,20211031.0
1336,Active,Full-Time,Zone A,Part-Time,2020-02-26,20200226.0
1337,Active,Full-Time,Zone A,Temporary,2018-08-10,20180810.0
1338,Active,Contract,Zone C,Part-Time,2020-09-30,20200930.0
1339,Active,Contract,Zone B,Temporary,2021-04-01,20210401.0
1340,Active,Full-Time,Zone B,Part-Time,2021-03-21,20210321.0
1341,Active,Part-Time,Zone C,Full-Time,2021-11-03,20211103.0
1342,Active,Full-Time,Zone B,Part-Time,2019-06-22,20190622.0
1343,Active,Contract,Zone B,Temporary,2019-11-12,20191112.0
1344,Active,Part-Time,Zone A,Part-Time,2022-09-20,20220920.0
1345,Active,Full-Time,Zone A,Full-Time,2023-01-27,20230127.0
1346,Active,Contract,Zone C,Temporary,2021-02-21,20210221.0
1347,Active,Part-Time,Zone B,Full-Time,2022-03-04,20220304.0
1349,Active,Full-Time,Zone B,Part-Time,2021-08-02,20210802.0
1350,Active,Part-Time,Zone B,Temporary,2022-03-04,20220304.0
1351,Active,Contract,Zone C,Part-Time,2021-03-28,20210328.0
1352,Active,Contract,Zone B,Full-Time,2018-08-08,20180808.0
1353,Active,Part-Time,Zone A,Temporary,2020-09-15,20200915.0
1355,Active,Full-Time,Zone B,Temporary,2021-06-16,20210616.0
1356,Active,Part-Time,Zone A,Temporary,2023-03-20,20230320.0
1357,Active,Full-Time,Zone C,Temporary,2018-09-07,20180907.0
1358,Active,Part-Time,Zone B,Full-Time,2018-11-08,20181108.0
1359,Active,Full-Time,Zone A,Part-Time,2019-01-26,20190126.0
1360,Active,Contract,Zone B,Full-Time,2021-08-30,20210830.0
1362,Active,Full-Time,Zone C,Part-Time,2019-11-10,20191110.0
1363,Active,Full-Time,Zone A,Full-Time,2023-07-28,20230728.0
1364,Active,Contract,Zone C,Temporary,2019-04-03,20190403.0
1365,Active,Contract,Zone C,Part-Time,2019-07-24,20190724.0
1366,Active,Contract,Zone B,Temporary,2022-04-29,20220429.0
1367,Active,Part-Time,Zone B,Temporary,2020-10-06,20201006.0
1368,Active,Part-Time,Zone C,Temporary,2020-04-04,20200404.0
1369,Active,Contract,Zone C,Full-Time,2021-03-26,20210326.0
1370,Active,Part-Time,Zone A,Temporary,2022-05-19,20220519.0
1371,Active,Contract,Zone A,Part-Time,2021-08-28,20210828.0
1372,Active,Contract,Zone A,Full-Time,2022-11-24,20221124.0
1373,Active,Contract,Zone A,Part-Time,2022-01-12,20220112.0
1374,Active,Part-Time,Zone B,Temporary,2019-07-07,20190707.0
1375,Active,Contract,Zone B,Full-Time,2021-07-14,20210714.0
1376,Active,Full-Time,Zone B,Temporary,2019-12-03,20191203.0
1377,Active,Part-Time,Zone A,Full-Time,2021-03-03,20210303.0
1378,Active,Full-Time,Zone C,Part-Time,2022-06-13,20220613.0
1379,Active,Part-Time,Zone A,Temporary,2023-01-23,20230123.0
1380,Active,Part-Time,Zone A,Temporary,2020-09-06,20200906.0
1381,Active,Full-Time,Zone A,Temporary,2022-10-17,20221017.0
1382,Active,Full-Time,Zone B,Part-Time,2019-06-07,20190607.0
1383,Active,Contract,Zone C,Part-Time,2022-01-28,20220128.0
1384,Active,Part-Time,Zone B,Full-Time,2020-07-01,20200701.0
1385,Active,Full-Time,Zone C,Part-Time,2020-05-30,20200530.0
1386,Active,Contract,Zone C,Full-Time,2019-10-05,20191005.0
1387,Active,Contract,Zone B,Full-Time,2021-11-06,20211106.0
1388,Active,Part-Time,Zone B,Full-Time,2019-05-09,20190509.0
1389,Active,Part-Time,Zone A,Full-Time,2019-10-28,20191028.0
1390,Active,Contract,Zone C,Part-Time,2019-01-11,20190111.0
1391,Active,Contract,Zone A,Temporary,2020-04-02,20200402.0
1392,Active,Part-Time,Zone A,Part-Time,2019-06-07,20190607.0
1393,Active,Part-Time,Zone C,Part-Time,2021-11-22,20211122.0
1394,Active,Full-Time,Zone A,Part-Time,2019-01-19,20190119.0
1395,Terminated,Full-Time,Zone C,Part-Time,2021-12-17,20211217.0
1396,Active,Part-Time,Zone A,Full-Time,2019-05-04,20190504.0
1397,Active,Contract,Zone A,Part-Time,2018-12-25,20181225.0
1398,Active,Part-Time,Zone C,Full-Time,2021-01-03,20210103.0
1399,Active,Part-Time,Zone C,Full-Time,2023-06-15,20230615.0
1400,Active,Full-Time,Zone B,Full-Time,2018-08-29,20180829.0
1401,Active,Contract,Zone B,Part-Time,2019-01-04,20190104.0
1402,Active,Full-Time,Zone B,Full-Time,2021-09-10,20210910.0
1403,Active,Full-Time,Zone B,Temporary,2021-07-08,20210708.0
1404,Terminated,Contract,Zone B,Part-Time,2018-11-01,20181101.0
1405,Active,Part-Time,Zone A,Temporary,2018-12-08,20181208.0
1406,Active,Part-Time,Zone A,Full-Time,2022-10-25,20221025.0
1407,Active,Full-Time,Zone B,Temporary,2023-04-04,20230404.0
1408,Active,Contract,Zone B,Part-Time,2021-03-17,20210317.0
1409,Terminated,Full-Time,Zone A,Part-Time,2019-03-11,20190311.0
1410,Active,Contract,Zone C,Temporary,2022-02-25,20220225.0
1411,Active,Part-Time,Zone C,Part-Time,2019-07-02,20190702.0
1412,Active,Part-Time,Zone B,Full-Time,2019-06-20,20190620.0
1413,Active,Part-Time,Zone A,Full-Time,2019-09-27,20190927.0
1414,Active,Contract,Zone C,Full-Time,2022-11-15,20221115.0
1415,Active,Part-Time,Zone A,Part-Time,2020-08-22,20200822.0
1416,Active,Part-Time,Zone B,Full-Time,2020-04-09,20200409.0
1417,Active,Full-Time,Zone C,Part-Time,2021-03-30,20210330.0
1418,Active,Part-Time,Zone C,Temporary,2018-09-26,20180926.0
1419,Active,Contract,Zone C,Full-Time,2023-05-22,20230522.0
1420,Active,Contract,Zone B,Temporary,2021-06-04,20210604.0
1421,Active,Contract,Zone C,Full-Time,2019-10-22,20191022.0
1423,Active,Full-Time,Zone A,Full-Time,2022-06-25,20220625.0
1425,Active,Part-Time,Zone B,Full-Time,2019-08-04,20190804.0
1426,Terminated,Full-Time,Zone A,Full-Time,2022-03-08,20220308.0
1427,Active,Full-Time,Zone A,Part-Time,2019-02-22,20190222.0
1428,Active,Full-Time,Zone C,Part-Time,2022-12-08,20221208.0
1429,Terminated,Contract,Zone B,Temporary,2019-11-22,20191122.0
1430,Terminated,Part-Time,Zone A,Temporary,2023-02-13,20230213.0
1431,Active,Full-Time,Zone B,Full-Time,2019-03-15,20190315.0
1432,Active,Contract,Zone A,Part-Time,2019-07-18,20190718.0
1433,Active,Part-Time,Zone C,Part-Time,2021-04-09,20210409.0
1434,Active,Part-Time,Zone C,Part-Time,2018-12-30,20181230.0
1435,Active,Contract,Zone C,Temporary,2021-07-30,20210730.0
1436,Active,Full-Time,Zone C,Temporary,2022-10-28,20221028.0
1437,Active,Contract,Zone C,Temporary,2020-10-29,20201029.0
1438,Active,Contract,Zone B,Part-Time,2023-03-17,20230317.0
1439,Active,Full-Time,Zone A,Temporary,2022-07-20,20220720.0
1440,Active,Part-Time,Zone A,Temporary,2023-08-04,20230804.0
1441,Active,Contract,Zone A,Temporary,2021-11-26,20211126.0
1442,Active,Full-Time,Zone A,Temporary,2018-09-27,20180927.0
1443,Active,Contract,Zone C,Part-Time,2019-08-04,20190804.0
1444,Active,Contract,Zone C,Part-Time,2019-10-03,20191003.0
1448,Active,Part-Time,Zone A,Part-Time,2020-09-13,20200913.0
1449,Active,Part-Time,Zone B,Temporary,2022-11-15,20221115.0
1450,Terminated,Full-Time,Zone C,Temporary,2020-02-07,20200207.0
1451,Active,Part-Time,Zone A,Part-Time,2022-12-31,20221231.0
1452,Active,Full-Time,Zone B,Full-Time,2019-03-26,20190326.0
1453,Active,Full-Time,Zone C,Temporary,2023-03-22,20230322.0
1454,Terminated,Full-Time,Zone C,Temporary,2022-12-23,20221223.0
1455,Active,Contract,Zone C,Full-Time,2019-12-27,20191227.0
1456,Active,Full-Time,Zone B,Full-Time,2019-06-25,20190625.0
1457,Active,Contract,Zone A,Part-Time,2018-11-23,20181123.0
1458,Active,Full-Time,Zone A,Part-Time,2021-01-17,20210117.0
1459,Active,Contract,Zone C,Temporary,2021-09-08,20210908.0
1460,Active,Full-Time,Zone A,Temporary,2021-02-24,20210224.0
1461,Active,Full-Time,Zone C,Full-Time,2019-04-12,20190412.0
1462,Active,Contract,Zone C,Temporary,2023-07-13,20230713.0
1463,Active,Contract,Zone C,Temporary,2020-10-05,20201005.0
1464,Active,Part-Time,Zone C,Full-Time,2019-01-27,20190127.0
1465,Active,Part-Time,Zone A,Full-Time,2020-12-17,20201217.0
1466,Active,Full-Time,Zone A,Temporary,2021-03-04,20210304.0
1467,Active,Full-Time,Zone A,Temporary,2023-03-30,20230330.0
1468,Active,Contract,Zone A,Part-Time,2018-12-27,20181227.0
1469,Active,Full-Time,Zone B,Temporary,2021-09-20,20210920.0
1470,Active,Part-Time,Zone B,Part-Time,2023-02-08,20230208.0
1471,Terminated,Full-Time,Zone B,Part-Time,2019-10-16,20191016.0
1472,Active,Contract,Zone C,Full-Time,2021-08-31,20210831.0
1473,Active,Contract,Zone B,Full-Time,2020-09-25,20200925.0
1474,Terminated,Full-Time,Zone C,Part-Time,2023-02-01,20230201.0
1475,Active,Full-Time,Zone A,Temporary,2023-01-17,20230117.0
1476,Terminated,Contract,Zone C,Part-Time,2019-12-07,20191207.0
1477,Active,Contract,Zone B,Full-Time,2018-11-21,20181121.0
1478,Active,Part-Time,Zone B,Part-Time,2021-02-15,20210215.0
1479,Active,Part-Time,Zone B,Full-Time,2021-01-06,20210106.0
1480,Active,Part-Time,Zone B,Part-Time,2019-01-18,20190118.0
1481,Active,Full-Time,Zone A,Part-Time,2023-03-15,20230315.0
1482,Active,Contract,Zone C,Temporary,2019-11-11,20191111.0
1483,Active,Full-Time,Zone A,Full-Time,2022-08-21,20220821.0
1484,Active,Full-Time,Zone B,Full-Time,2020-05-05,20200505.0
1485,Active,Contract,Zone A,Part-Time,2021-03-05,20210305.0
1486,Active,Part-Time,Zone A,Full-Time,2019-03-07,20190307.0
1487,Active,Full-Time,Zone B,Part-Time,2022-05-08,20220508.0
1489,Active,Contract,Zone A,Part-Time,2020-12-01,20201201.0
1490,Active,Contract,Zone A,Temporary,2019-08-13,20190813.0
1491,Active,Part-Time,Zone C,Temporary,2020-03-09,20200309.0
1492,Active,Full-Time,Zone B,Temporary,2020-05-06,20200506.0
1493,Active,Full-Time,Zone B,Temporary,2022-08-03,20220803.0
1494,Terminated,Contract,Zone B,Full-Time,2018-10-13,20181013.0
1495,Active,Part-Time,Zone A,Temporary,2021-07-04,20210704.0
1496,Active,Part-Time,Zone A,Full-Time,2019-04-30,20190430.0
1497,Active,Contract,Zone C,Temporary,2020-11-03,20201103.0
1498,Active,Full-Time,Zone B,Part-Time,2022-08-15,20220815.0
1499,Active,Contract,Zone A,Full-Time,2022-02-26,20220226.0
1500,Active,Part-Time,Zone B,Part-Time,2019-05-13,20190513.0
1501,Active,Contract,Zone A,Part-Time,2021-10-24,20211024.0
1502,Active,Full-Time,Zone B,Full-Time,2021-05-10,20210510.0
1503,Active,Contract,Zone A,Part-Time,2021-06-13,20210613.0
1504,Active,Full-Time,Zone C,Full-Time,2019-11-04,20191104.0
1505,Active,Full-Time,Zone A,Part-Time,2020-01-29,20200129.0
1506,Active,Part-Time,Zone B,Part-Time,2018-09-05,20180905.0
1507,Active,Full-Time,Zone C,Full-Time,2021-07-21,20210721.0
1508,Active,Part-Time,Zone B,Temporary,2023-05-20,20230520.0
1509,Active,Full-Time,Zone C,Full-Time,2022-05-16,20220516.0
1510,Active,Contract,Zone C,Temporary,2021-03-15,20210315.0
1513,Active,Contract,Zone C,Temporary,2019-12-21,20191221.0
1514,Active,Contract,Zone C,Part-Time,2022-07-15,20220715.0
1515,Active,Full-Time,Zone B,Part-Time,2018-09-26,20180926.0
1516,Active,Contract,Zone B,Full-Time,2022-10-16,20221016.0
1517,Active,Full-Time,Zone C,Part-Time,2021-12-02,20211202.0
1518,Terminated,Full-Time,Zone B,Temporary,2019-03-07,20190307.0
1519,Active,Part-Time,Zone B,Full-Time,2023-05-02,20230502.0
1520,Active,Full-Time,Zone A,Full-Time,2020-08-24,20200824.0
1521,Active,Contract,Zone B,Temporary,2020-12-08,20201208.0
1522,Active,Full-Time,Zone B,Full-Time,2021-02-15,20210215.0
1523,Active,Contract,Zone B,Full-Time,2020-09-15,20200915.0
1524,Active,Full-Time,Zone A,Temporary,2023-03-16,20230316.0
1525,Active,Full-Time,Zone B,Temporary,2021-11-14,20211114.0
1526,Active,Contract,Zone B,Full-Time,2021-04-23,20210423.0
1527,Active,Part-Time,Zone A,Full-Time,2022-06-05,20220605.0
1528,Active,Part-Time,Zone A,Part-Time,2022-11-19,20221119.0
1529,Active,Full-Time,Zone C,Part-Time,2023-04-14,20230414.0
1530,Active,Contract,Zone B,Full-Time,2022-12-13,20221213.0
1534,Active,Full-Time,Zone B,Temporary,2022-02-27,20220227.0
1535,Active,Contract,Zone B,Part-Time,2021-05-08,20210508.0
1536,Active,Contract,Zone C,Part-Time,2022-12-27,20221227.0
1537,Active,Contract,Zone B,Full-Time,2020-08-16,20200816.0
1538,Active,Contract,Zone B,Full-Time,2023-01-20,20230120.0
1539,Terminated,Part-Time,Zone A,Full-Time,2020-12-28,20201228.0
1540,Active,Contract,Zone C,Temporary,2021-02-18,20210218.0
1541,Active,Part-Time,Zone C,Full-Time,2021-01-16,20210116.0
1542,Active,Full-Time,Zone A,Temporary,2022-04-07,20220407.0
1543,Active,Part-Time,Zone A,Part-Time,2019-07-11,20190711.0
1544,Active,Part-Time,Zone C,Temporary,2020-08-09,20200809.0
1545,Active,Contract,Zone A,Part-Time,2018-09-20,20180920.0
1546,Active,Part-Time,Zone B,Part-Time,2020-01-21,20200121.0
1547,Active,Contract,Zone B,Temporary,2022-02-17,20220217.0
1548,Active,Part-Time,Zone A,Full-Time,2019-06-11,20190611.0
1549,Active,Part-Time,Zone C,Full-Time,2022-05-05,20220505.0
1550,Active,Full-Time,Zone A,Temporary,2018-09-19,20180919.0
1553,Active,Part-Time,Zone C,Part-Time,2022-12-17,20221217.0
1555,Active,Part-Time,Zone A,Part-Time,2019-03-27,20190327.0
1556,Active,Full-Time,Zone B,Temporary,2023-05-08,20230508.0
1557,Terminated,Part-Time,Zone B,Temporary,2018-12-12,20181212.0
1558,Active,Part-Time,Zone A,Temporary,2020-08-25,20200825.0
1559,Terminated,Full-Time,Zone B,Full-Time,2022-04-22,20220422.0
1560,Terminated,Full-Time,Zone A,Full-Time,2021-12-20,20211220.0
1561,Active,Contract,Zone C,Full-Time,2021-02-12,20210212.0
1562,Active,Full-Time,Zone B,Temporary,2020-09-29,20200929.0
1563,Active,Contract,Zone C,Temporary,2022-09-10,20220910.0
1564,Active,Contract,Zone A,Full-Time,2023-03-11,20230311.0
1565,Active,Full-Time,Zone C,Full-Time,2022-04-28,20220428.0
1566,Active,Full-Time,Zone B,Temporary,2022-03-20,20220320.0
1567,Active,Contract,Zone C,Part-Time,2022-03-04,20220304.0
1568,Active,Part-Time,Zone B,Full-Time,2023-02-01,20230201.0
1569,Active,Part-Time,Zone C,Full-Time,2021-02-05,20210205.0
1570,Active,Contract,Zone C,Part-Time,2022-11-23,20221123.0
1571,Active,Part-Time,Zone A,Full-Time,2021-05-24,20210524.0
1572,Active,Part-Time,Zone C,Part-Time,2021-09-28,20210928.0
1573,Active,Contract,Zone A,Part-Time,2021-03-17,20210317.0
1576,Terminated,Full-Time,Zone C,Full-Time,2019-11-11,20191111.0
1577,Active,Full-Time,Zone B,Temporary,2020-12-15,20201215.0
1578,Terminated,Part-Time,Zone B,Part-Time,2021-05-06,20210506.0
1579,Active,Part-Time,Zone A,Full-Time,2021-07-08,20210708.0
1580,Active,Part-Time,Zone A,Full-Time,2023-04-04,20230404.0
1581,Terminated,Full-Time,Zone C,Part-Time,2022-08-05,20220805.0
1582,Terminated,Part-Time,Zone C,Temporary,2020-04-06,20200406.0
1583,Terminated,Full-Time,Zone B,Part-Time,2023-03-02,20230302.0
1584,Active,Contract,Zone B,Part-Time,2020-04-09,20200409.0
1585,Active,Part-Time,Zone A,Temporary,2022-09-17,20220917.0
1586,Active,Full-Time,Zone C,Full-Time,2022-01-15,20220115.0
1587,Active,Part-Time,Zone C,Part-Time,2022-05-23,20220523.0
1588,Active,Full-Time,Zone A,Temporary,2021-07-15,20210715.0
1589,Active,Contract,Zone A,Part-Time,2020-08-28,20200828.0
1590,Active,Part-Time,Zone A,Full-Time,2021-09-09,20210909.0
1591,Active,Contract,Zone A,Part-Time,2023-02-10,20230210.0
1592,Active,Full-Time,Zone A,Full-Time,2020-06-14,20200614.0
1593,Active,Part-Time,Zone B,Full-Time,2020-12-05,20201205.0
1594,Active,Part-Time,Zone B,Full-Time,2022-07-16,20220716.0
1595,Active,Part-Time,Zone A,Full-Time,2023-06-09,20230609.0
1599,Terminated,Full-Time,Zone C,Full-Time,2022-05-18,20220518.0
1600,Active,Contract,Zone A,Full-Time,2018-11-06,20181106.0
1601,Active,Part-Time,Zone C,Temporary,2022-03-29,20220329.0
1602,Active,Full-Time,Zone A,Part-Time,2021-11-04,20211104.0
1603,Active,Part-Time,Zone B,Part-Time,2023-04-27,20230427.0
1604,Active,Full-Time,Zone B,Full-Time,2020-03-08,20200308.0
1605,Terminated,Full-Time,Zone B,Full-Time,2019-04-27,20190427.0
1606,Active,Full-Time,Zone C,Full-Time,2019-05-11,20190511.0
1607,Active,Contract,Zone C,Temporary,2021-03-09,20210309.0
1608,Active,Part-Time,Zone A,Temporary,2020-11-05,20201105.0
1609,Active,Contract,Zone A,Full-Time,2018-09-12,20180912.0
1610,Active,Part-Time,Zone B,Full-Time,2019-11-09,20191109.0
1611,Active,Full-Time,Zone C,Part-Time,2018-11-29,20181129.0
1612,Active,Part-Time,Zone B,Temporary,2022-07-03,20220703.0
1613,Active,Contract,Zone C,Full-Time,2019-09-26,20190926.0
1614,Active,Part-Time,Zone B,Part-Time,2022-12-23,20221223.0
1615,Active,Part-Time,Zone C,Part-Time,2023-01-19,20230119.0
1616,Active,Full-Time,Zone A,Part-Time,2018-10-01,20181001.0
1617,Active,Full-Time,Zone B,Full-Time,2022-02-18,20220218.0
1618,Active,Full-Time,Zone B,Temporary,2021-12-09,20211209.0
1620,Active,Contract,Zone A,Full-Time,2020-05-27,20200527.0
1621,Active,Full-Time,Zone B,Temporary,2021-09-21,20210921.0
1622,Active,Contract,Zone A,Part-Time,2021-08-30,20210830.0
1623,Active,Full-Time,Zone C,Temporary,2023-06-19,20230619.0
1624,Active,Full-Time,Zone A,Temporary,2023-05-12,20230512.0
1625,Active,Part-Time,Zone B,Part-Time,2022-06-05,20220605.0
1626,Active,Full-Time,Zone B,Temporary,2020-09-17,20200917.0
1627,Active,Full-Time,Zone C,Full-Time,2023-05-15,20230515.0
1628,Active,Part-Time,Zone A,Temporary,2018-12-15,20181215.0
1629,Terminated,Part-Time,Zone B,Full-Time,2019-11-06,20191106.0
1630,Terminated,Contract,Zone C,Temporary,2021-04-25,20210425.0
1631,Terminated,Full-Time,Zone C,Full-Time,2023-06-17,20230617.0
1632,Active,Full-Time,Zone C,Full-Time,2022-01-14,20220114.0
1633,Active,Contract,Zone B,Temporary,2018-10-22,20181022.0
1634,Active,Contract,Zone C,Part-Time,2021-10-17,20211017.0
1635,Active,Full-Time,Zone C,Part-Time,2021-10-19,20211019.0
1636,Active,Contract,Zone B,Part-Time,2018-10-16,20181016.0
1637,Active,Full-Time,Zone C,Part-Time,2020-04-26,20200426.0
1638,Active,Full-Time,Zone B,Full-Time,2020-01-22,20200122.0
1639,Terminated,Full-Time,Zone A,Full-Time,2022-03-30,20220330.0
1640,Terminated,Contract,Zone A,Full-Time,2021-05-29,20210529.0
1641,Terminated,Part-Time,Zone C,Temporary,2023-03-09,20230309.0
1642,Terminated,Contract,Zone A,Part-Time,2019-11-22,20191122.0
1643,Active,Full-Time,Zone A,Full-Time,2019-04-07,20190407.0
1644,Active,Contract,Zone C,Temporary,2023-03-23,20230323.0
1645,Active,Part-Time,Zone A,Temporary,2021-02-18,20210218.0
1646,Active,Contract,Zone C,Full-Time,2019-04-05,20190405.0
1647,Active,Contract,Zone B,Part-Time,2019-10-23,20191023.0
1648,Active,Part-Time,Zone C,Part-Time,2021-05-14,20210514.0
1649,Active,Full-Time,Zone A,Part-Time,2019-03-19,20190319.0
1650,Terminated,Part-Time,Zone C,Temporary,2019-05-08,20190508.0
1651,Terminated,Part-Time,Zone A,Temporary,2019-10-05,20191005.0
1652,Terminated,Full-Time,Zone C,Full-Time,2021-11-29,20211129.0
1653,Active,Part-Time,Zone B,Temporary,2018-11-06,20181106.0
1654,Active,Full-Time,Zone B,Temporary,2021-07-27,20210727.0
1655,Active,Part-Time,Zone A,Temporary,2023-07-18,20230718.0
1656,Active,Part-Time,Zone C,Temporary,2022-09-04,20220904.0
1657,Active,Contract,Zone B,Part-Time,2019-05-24,20190524.0
1658,Active,Contract,Zone B,Part-Time,2019-11-03,20191103.0
1659,Active,Full-Time,Zone C,Part-Time,2019-11-26,20191126.0
1660,Terminated,Contract,Zone B,Full-Time,2022-08-09,20220809.0
1661,Active,Contract,Zone C,Full-Time,2019-03-19,20190319.0
1662,Active,Contract,Zone C,Full-Time,2018-11-25,20181125.0
1663,Terminated,Full-Time,Zone C,Full-Time,2022-04-10,20220410.0
1664,Active,Full-Time,Zone C,Full-Time,2021-04-02,20210402.0
1665,Active,Contract,Zone A,Part-Time,2019-12-22,20191222.0
1666,Active,Full-Time,Zone A,Part-Time,2021-08-14,20210814.0
1667,Active,Full-Time,Zone A,Full-Time,2018-08-28,20180828.0
1668,Active,Part-Time,Zone C,Part-Time,2023-07-10,20230710.0
1669,Active,Part-Time,Zone A,Temporary,2020-09-18,20200918.0
1670,Active,Contract,Zone A,Full-Time,2019-07-18,20190718.0
1671,Active,Contract,Zone A,Full-Time,2021-11-21,20211121.0
1672,Active,Full-Time,Zone B,Part-Time,2021-03-08,20210308.0
1673,Active,Part-Time,Zone C,Full-Time,2019-08-21,20190821.0
1674,Terminated,Part-Time,Zone B,Full-Time,2022-04-30,20220430.0
1675,Active,Full-Time,Zone A,Part-Time,2023-02-03,20230203.0
1676,Active,Part-Time,Zone B,Full-Time,2023-05-08,20230508.0
1677,Active,Part-Time,Zone B,Part-Time,2022-07-29,20220729.0
1678,Active,Part-Time,Zone A,Part-Time,2020-11-18,20201118.0
1679,Active,Part-Time,Zone C,Part-Time,2021-05-16,20210516.0
1680,Active,Full-Time,Zone C,Temporary,2019-10-25,20191025.0
1681,Active,Contract,Zone B,Temporary,2023-03-05,20230305.0
1682,Active,Part-Time,Zone B,Part-Time,2021-06-01,20210601.0
1683,Terminated,Full-Time,Zone B,Part-Time,2022-01-22,20220122.0
1684,Terminated,Contract,Zone A,Part-Time,2023-07-09,20230709.0
1685,Terminated,Full-Time,Zone A,Full-Time,2018-11-11,20181111.0
1686,Active,Contract,Zone C,Full-Time,2021-01-05,20210105.0
1687,Active,Part-Time,Zone C,Full-Time,2022-11-25,20221125.0
1688,Active,Full-Time,Zone A,Full-Time,2020-03-30,20200330.0
1689,Active,Part-Time,Zone C,Temporary,2021-01-02,20210102.0
1690,Active,Contract,Zone A,Temporary,2019-02-26,20190226.0
1691,Active,Contract,Zone A,Part-Time,2019-10-06,20191006.0
1692,Active,Part-Time,Zone C,Part-Time,2020-04-19,20200419.0
1693,Active,Contract,Zone C,Part-Time,2022-12-24,20221224.0
1694,Terminated,Part-Time,Zone A,Temporary,2021-04-09,20210409.0
1695,Terminated,Contract,Zone C,Full-Time,2018-09-04,20180904.0
1696,Active,Full-Time,Zone C,Temporary,2021-11-07,20211107.0
1697,Active,Full-Time,Zone B,Part-Time,2023-05-24,20230524.0
