employee_id,training_program_name,training_date,training_type,training_outcome,training_duration_days,training_cost,training_date_key
1955,Leadership Development,2023-07-22,Internal,Incomplete,3,202.35,20230722.0
1956,Communication Skills,2023-06-05,External,Passed,4,590.97,20230605.0
1957,Customer Service,2023-04-14,External,Failed,5,744.55,20230414.0
1958,Communication Skills,2023-05-23,Internal,Incomplete,2,141.91,20230523.0
1959,Project Management,2022-09-13,External,Completed,2,883.34,20220913.0
1960,Leadership Development,2023-04-28,Internal,Passed,4,176.82,20230428.0
1961,Customer Service,2023-04-25,External,Failed,1,767.22,20230425.0
1962,Leadership Development,2022-10-02,External,Completed,5,555.6,20221002.0
1963,Technical Skills,2023-06-13,Internal,Incomplete,2,316.03,20230613.0
1964,Customer Service,2023-05-22,Internal,Failed,1,540.96,20230522.0
1965,Leadership Development,2022-10-16,External,Failed,3,444.23,20221016.0
1966,Communication Skills,2023-05-19,Internal,Failed,5,497.54,20230519.0
1967,Customer Service,2023-07-23,Internal,Incomplete,4,300.95,20230723.0
1968,Customer Service,2022-11-25,Internal,Incomplete,2,283.06,20221125.0
1970,Leadership Development,2023-03-27,External,Failed,1,398.23,20230327.0
1971,Leadership Development,2022-12-20,External,Incomplete,1,331.8,20221220.0
1972,Leadership Development,2023-04-26,External,Incomplete,4,349.48,20230426.0
1973,Communication Skills,2023-04-01,External,Failed,1,596.48,20230401.0
1974,Project Management,2022-10-08,Internal,Incomplete,2,677.45,20221008.0
1975,Customer Service,2023-03-12,Internal,Failed,5,664.61,20230312.0
1976,Communication Skills,2022-11-16,External,Completed,5,405.13,20221116.0
1977,Leadership Development,2023-05-26,Internal,Incomplete,5,781.27,20230526.0
1978,Leadership Development,2023-01-18,Internal,Failed,5,983.61,20230118.0
1979,Communication Skills,2023-05-19,Internal,Failed,1,656.46,20230519.0
1980,Project Management,2023-03-25,External,Failed,1,446.07,20230325.0
1981,Leadership Development,2022-08-10,Internal,Passed,1,676.42,20220810.0
1982,Leadership Development,2023-01-29,Internal,Passed,5,861.83,20230129.0
1983,Customer Service,2022-12-28,Internal,Failed,5,769.23,20221228.0
1984,Leadership Development,2022-08-18,Internal,Failed,4,983.02,20220818.0
1985,Communication Skills,2022-09-28,Internal,Incomplete,3,474.95,20220928.0
1986,Communication Skills,2023-02-21,Internal,Failed,3,800.81,20230221.0
1987,Communication Skills,2023-06-27,Internal,Failed,2,844.93,20230627.0
1988,Project Management,2023-05-18,External,Completed,4,903.8,20230518.0
1989,Leadership Development,2022-12-04,External,Incomplete,4,329.3,20221204.0
1990,Leadership Development,2022-09-18,Internal,Incomplete,1,332.51,20220918.0
1991,Technical Skills,2023-01-24,External,Failed,2,643.63,20230124.0
1992,Communication Skills,2022-09-11,Internal,Failed,2,827.05,20220911.0
1993,Customer Service,2023-05-02,External,Failed,3,995.42,20230502.0
1994,Technical Skills,2023-04-20,External,Passed,4,360.61,20230420.0
1995,Communication Skills,2022-08-23,External,Passed,3,658.54,20220823.0
1996,Communication Skills,2022-12-16,Internal,Failed,5,250.11,20221216.0
1997,Project Management,2023-04-29,Internal,Failed,4,819.65,20230429.0
1998,Technical Skills,2022-12-01,Internal,Completed,2,186.77,20221201.0
1999,Technical Skills,2023-05-08,External,Passed,4,633.67,20230508.0
2000,Technical Skills,2023-03-20,Internal,Incomplete,3,236.34,20230320.0
2001,Leadership Development,2023-05-04,Internal,Incomplete,4,504.62,20230504.0
2002,Project Management,2022-10-26,External,Incomplete,1,217.86,20221026.0
2003,Technical Skills,2022-12-12,External,Completed,4,148.97,20221212.0
2004,Leadership Development,2023-02-27,Internal,Completed,1,628.83,20230227.0
2005,Leadership Development,2023-04-22,Internal,Completed,2,458.78,20230422.0
2006,Communication Skills,2022-12-22,External,Completed,2,892.65,20221222.0
2007,Communication Skills,2023-02-28,External,Passed,1,211.17,20230228.0
2008,Project Management,2022-10-24,External,Passed,2,478.95,20221024.0
2009,Customer Service,2023-01-20,Internal,Incomplete,1,319.94,20230120.0
2010,Communication Skills,2022-08-22,Internal,Passed,2,601.66,20220822.0
2011,Leadership Development,2023-04-30,Internal,Completed,1,999.96,20230430.0
2012,Communication Skills,2022-09-18,External,Incomplete,2,138.67,20220918.0
2013,Leadership Development,2023-02-21,External,Failed,2,962.76,20230221.0
2014,Technical Skills,2023-03-02,External,Incomplete,4,106.88,20230302.0
2015,Leadership Development,2022-09-30,Internal,Passed,1,561.89,20220930.0
2016,Technical Skills,2022-09-13,Internal,Incomplete,5,775.52,20220913.0
2017,Communication Skills,2022-12-03,External,Incomplete,4,397.01,20221203.0
2018,Customer Service,2022-08-21,External,Incomplete,5,739.74,20220821.0
2019,Technical Skills,2022-10-06,External,Completed,2,789.2,20221006.0
2020,Leadership Development,2022-08-18,Internal,Failed,3,428.51,20220818.0
2021,Project Management,2023-04-29,External,Incomplete,4,646.72,20230429.0
2022,Leadership Development,2022-10-09,External,Incomplete,3,742.84,20221009.0
2023,Communication Skills,2022-11-25,External,Incomplete,2,894.92,20221125.0
2024,Communication Skills,2023-06-11,External,Failed,1,222.56,20230611.0
2025,Technical Skills,2023-01-17,Internal,Passed,2,699.76,20230117.0
2026,Project Management,2022-08-08,External,Incomplete,3,124.93,20220808.0
2027,Technical Skills,2022-08-08,External,Incomplete,5,664.12,20220808.0
2028,Project Management,2023-02-18,External,Passed,2,862.82,20230218.0
2029,Project Management,2022-11-14,External,Passed,1,813.01,20221114.0
2030,Communication Skills,2023-07-28,External,Incomplete,4,349.75,20230728.0
2031,Technical Skills,2023-07-25,External,Failed,1,244.5,20230725.0
2032,Customer Service,2022-11-21,Internal,Completed,3,873.52,20221121.0
2033,Leadership Development,2023-03-11,External,Passed,1,358.65,20230311.0
2034,Technical Skills,2023-01-20,Internal,Passed,1,632.33,20230120.0
2035,Customer Service,2023-02-17,External,Failed,2,565.81,20230217.0
2036,Communication Skills,2022-09-24,Internal,Completed,3,849.04,20220924.0
2037,Leadership Development,2023-07-16,Internal,Failed,1,519.43,20230716.0
2038,Technical Skills,2022-08-13,Internal,Passed,2,694.03,20220813.0
2039,Customer Service,2023-05-24,External,Incomplete,1,738.69,20230524.0
2041,Technical Skills,2022-09-25,External,Completed,5,970.6,20220925.0
2042,Customer Service,2023-02-14,External,Passed,1,651.4,20230214.0
2043,Project Management,2022-10-08,Internal,Passed,5,809.68,20221008.0
2044,Customer Service,2023-08-05,External,Passed,5,570.91,20230805.0
2045,Customer Service,2023-05-04,Internal,Incomplete,1,852.72,20230504.0
2046,Technical Skills,2022-12-25,Internal,Incomplete,1,787.98,20221225.0
2047,Technical Skills,2022-08-15,Internal,Failed,1,942.72,20220815.0
2048,Customer Service,2022-11-02,External,Failed,2,626.4,20221102.0
2049,Project Management,2023-03-28,Internal,Failed,4,765.68,20230328.0
2050,Communication Skills,2022-12-13,Internal,Completed,3,904.54,20221213.0
2051,Project Management,2023-03-17,Internal,Incomplete,2,761.28,20230317.0
2052,Project Management,2022-11-06,Internal,Completed,4,507.49,20221106.0
2053,Leadership Development,2023-05-13,Internal,Incomplete,5,862.9,20230513.0
2054,Leadership Development,2023-06-06,Internal,Incomplete,4,528.18,20230606.0
2055,Technical Skills,2022-11-08,External,Passed,2,805.7,20221108.0
2056,Technical Skills,2023-02-02,External,Failed,1,190.55,20230202.0
2057,Customer Service,2023-01-01,Internal,Failed,3,605.36,20230101.0
2058,Customer Service,2022-12-31,Internal,Passed,1,338.16,20221231.0
2059,Customer Service,2023-05-06,External,Completed,3,969.03,20230506.0
2060,Project Management,2023-07-23,External,Failed,3,442.39,20230723.0
2061,Technical Skills,2023-03-15,External,Incomplete,1,952.69,20230315.0
2062,Project Management,2023-05-20,External,Passed,1,842.36,20230520.0
2063,Technical Skills,2023-01-01,External,Failed,5,333.78,20230101.0
2064,Technical Skills,2022-09-10,Internal,Passed,2,343.22,20220910.0
2065,Leadership Development,2023-05-15,Internal,Failed,1,283.86,20230515.0
2066,Customer Service,2022-09-03,Internal,Passed,5,107.29,20220903.0
2067,Leadership Development,2023-05-10,External,Failed,4,320.87,20230510.0
2068,Leadership Development,2023-02-03,Internal,Incomplete,3,670.68,20230203.0
2069,Communication Skills,2023-05-10,External,Incomplete,3,685.62,20230510.0
2070,Technical Skills,2023-04-12,Internal,Completed,5,842.88,20230412.0
2071,Technical Skills,2023-02-09,Internal,Incomplete,5,735.7,20230209.0
2072,Customer Service,2023-06-17,Internal,Passed,5,974.31,20230617.0
2073,Project Management,2023-08-03,Internal,Incomplete,3,760.53,20230803.0
2074,Project Management,2022-09-20,Internal,Passed,5,640.97,20220920.0
2075,Customer Service,2022-10-27,External,Incomplete,5,807.49,20221027.0
2076,Communication Skills,2022-11-08,Internal,Completed,3,350.22,20221108.0
2077,Communication Skills,2023-04-07,Internal,Completed,4,447.67,20230407.0
2078,Communication Skills,2022-08-07,Internal,Incomplete,5,737.61,20220807.0
2079,Leadership Development,2023-01-15,External,Completed,4,444.96,20230115.0
2080,Project Management,2023-06-09,External,Failed,1,605.05,20230609.0
2081,Customer Service,2023-05-14,External,Failed,4,744.4,20230514.0
2082,Customer Service,2022-08-09,External,Incomplete,1,230.77,20220809.0
2083,Project Management,2022-12-21,External,Incomplete,5,569.44,20221221.0
2084,Project Management,2023-02-02,External,Passed,1,677.67,20230202.0
2085,Project Management,2023-03-29,External,Incomplete,1,963.42,20230329.0
2086,Communication Skills,2023-04-03,External,Completed,3,488.66,20230403.0
2087,Leadership Development,2023-04-02,Internal,Completed,3,450.94,20230402.0
2088,Communication Skills,2023-02-09,External,Completed,3,407.99,20230209.0
2089,Communication Skills,2023-01-04,Internal,Completed,2,423.31,20230104.0
2090,Leadership Development,2022-10-23,Internal,Incomplete,1,189.64,20221023.0
2091,Leadership Development,2023-07-20,Internal,Incomplete,3,102.77,20230720.0
2092,Communication Skills,2023-03-13,External,Completed,5,246.13,20230313.0
2093,Leadership Development,2023-04-23,External,Failed,5,628.62,20230423.0
2094,Leadership Development,2023-03-11,Internal,Passed,4,739.32,20230311.0
2095,Leadership Development,2022-11-14,Internal,Passed,3,773.16,20221114.0
2096,Communication Skills,2023-04-25,External,Completed,3,838.65,20230425.0
2097,Technical Skills,2022-11-26,External,Incomplete,3,426.55,20221126.0
2098,Project Management,2022-09-25,External,Incomplete,2,254.35,20220925.0
2099,Customer Service,2023-02-28,External,Completed,2,829.08,20230228.0
2100,Communication Skills,2023-04-29,External,Incomplete,2,710.31,20230429.0
2101,Leadership Development,2023-06-29,External,Completed,1,751.81,20230629.0
2102,Communication Skills,2023-05-04,Internal,Passed,1,598.51,20230504.0
2103,Technical Skills,2022-09-06,Internal,Incomplete,3,958.29,20220906.0
2104,Technical Skills,2022-10-14,External,Completed,5,200.34,20221014.0
2105,Technical Skills,2022-11-10,External,Completed,3,365.03,20221110.0
2106,Customer Service,2023-07-15,Internal,Passed,4,782.43,20230715.0
2107,Communication Skills,2023-03-05,External,Passed,1,668.91,20230305.0
2108,Customer Service,2022-09-05,Internal,Completed,5,804.37,20220905.0
2109,Project Management,2023-04-18,External,Failed,3,869.94,20230418.0
2110,Communication Skills,2022-12-30,Internal,Passed,4,399.55,20221230.0
2111,Customer Service,2022-11-17,Internal,Passed,4,470.24,20221117.0
2112,Customer Service,2022-09-17,External,Failed,2,157.04,20220917.0
2113,Project Management,2022-08-18,Internal,Passed,2,394.54,20220818.0
2114,Communication Skills,2023-02-26,External,Completed,2,326.98,20230226.0
2115,Leadership Development,2022-09-24,Internal,Incomplete,5,752.82,20220924.0
2116,Leadership Development,2022-08-26,Internal,Completed,2,990.89,20220826.0
2117,Customer Service,2023-05-27,External,Incomplete,4,531.69,20230527.0
2118,Leadership Development,2023-04-21,Internal,Completed,3,384.28,20230421.0
2119,Technical Skills,2023-07-15,External,Passed,5,803.08,20230715.0
2120,Project Management,2023-05-22,External,Incomplete,1,131.78,20230522.0
2121,Project Management,2022-12-31,Internal,Passed,2,459.39,20221231.0
2122,Technical Skills,2023-01-02,External,Passed,1,949.46,20230102.0
2123,Project Management,2022-09-23,External,Failed,4,169.71,20220923.0
2124,Leadership Development,2023-04-26,Internal,Completed,2,238.23,20230426.0
2125,Communication Skills,2022-08-19,External,Incomplete,2,486.63,20220819.0
2126,Communication Skills,2023-01-24,External,Failed,2,692.5,20230124.0
2127,Leadership Development,2023-04-03,Internal,Passed,5,119.71,20230403.0
2128,Project Management,2022-12-22,External,Passed,2,168.47,20221222.0
2129,Communication Skills,2023-03-03,External,Incomplete,4,951.82,20230303.0
2130,Project Management,2022-11-21,Internal,Completed,4,444.22,20221121.0
2131,Project Management,2023-01-21,Internal,Passed,5,591.83,20230121.0
2132,Communication Skills,2022-09-15,Internal,Passed,5,936.77,20220915.0
2133,Technical Skills,2023-03-16,External,Passed,4,797.13,20230316.0
2134,Technical Skills,2022-10-20,Internal,Completed,1,420.72,20221020.0
2135,Technical Skills,2022-11-21,Internal,Completed,5,218.13,20221121.0
2136,Communication Skills,2022-11-28,Internal,Incomplete,1,659.25,20221128.0
2138,Project Management,2022-08-17,Internal,Completed,3,282.21,20220817.0
2139,Technical Skills,2023-05-21,Internal,Passed,2,935.49,20230521.0
2140,Project Management,2023-04-27,External,Completed,3,264.84,20230427.0
2141,Customer Service,2023-06-07,Internal,Completed,1,619.72,20230607.0
2142,Leadership Development,2023-01-11,Internal,Failed,3,248.83,20230111.0
2144,Communication Skills,2023-01-26,Internal,Completed,4,474.09,20230126.0
2145,Project Management,2022-12-05,External,Failed,4,251.83,20221205.0
2146,Leadership Development,2023-03-09,External,Completed,1,386.89,20230309.0
2147,Technical Skills,2023-01-25,External,Passed,3,535.19,20230125.0
2148,Communication Skills,2023-04-16,Internal,Passed,1,409.66,20230416.0
2149,Technical Skills,2023-05-08,Internal,Failed,2,747.63,20230508.0
2150,Project Management,2023-08-03,External,Incomplete,3,794.12,20230803.0
2151,Leadership Development,2023-03-10,External,Failed,3,845.94,20230310.0
2152,Communication Skills,2022-10-15,External,Completed,4,606.89,20221015.0
2153,Customer Service,2023-02-24,Internal,Completed,2,190.07,20230224.0
2154,Project Management,2023-03-11,External,Failed,4,795.38,20230311.0
2155,Customer Service,2023-03-21,Internal,Passed,1,972.82,20230321.0
2156,Customer Service,2023-01-19,Internal,Failed,2,763.44,20230119.0
2157,Leadership Development,2022-10-02,Internal,Incomplete,1,152.69,20221002.0
2158,Communication Skills,2023-04-06,External,Failed,1,989.3,20230406.0
2159,Customer Service,2023-01-24,External,Completed,3,833.52,20230124.0
2160,Customer Service,2023-06-16,Internal,Completed,5,329.65,20230616.0
2161,Communication Skills,2022-09-29,Internal,Completed,1,443.04,20220929.0
2162,Project Management,2023-06-03,External,Incomplete,5,136.81,20230603.0
2163,Communication Skills,2023-01-19,Internal,Failed,3,665.2,20230119.0
2164,Technical Skills,2023-06-11,Internal,Incomplete,2,978.55,20230611.0
2165,Project Management,2023-07-23,External,Failed,4,652.57,20230723.0
2166,Technical Skills,2022-10-02,External,Passed,2,953.59,20221002.0
2168,Customer Service,2023-08-01,Internal,Incomplete,2,851.51,20230801.0
2169,Customer Service,2023-03-17,External,Failed,1,200.13,20230317.0
2170,Leadership Development,2023-03-14,External,Completed,2,347.4,20230314.0
2171,Communication Skills,2023-06-19,External,Passed,3,243.07,20230619.0
2172,Project Management,2023-06-23,External,Incomplete,2,198.08,20230623.0
2173,Technical Skills,2023-04-18,External,Completed,5,372.55,20230418.0
2174,Technical Skills,2022-11-13,External,Incomplete,2,446.22,20221113.0
2175,Communication Skills,2023-02-22,External,Completed,2,512.6,20230222.0
2176,Communication Skills,2023-04-19,External,Completed,5,357.52,20230419.0
2177,Customer Service,2023-07-07,External,Passed,4,616.66,20230707.0
2178,Communication Skills,2023-05-08,Internal,Completed,5,368.55,20230508.0
2179,Leadership Development,2022-09-08,External,Passed,4,937.57,20220908.0
2180,Technical Skills,2023-02-05,External,Incomplete,4,706.08,20230205.0
2181,Communication Skills,2023-06-28,Internal,Incomplete,2,542.94,20230628.0
2182,Communication Skills,2023-07-22,External,Completed,2,105.18,20230722.0
2183,Communication Skills,2023-04-23,External,Completed,3,287.3,20230423.0
2184,Communication Skills,2022-09-25,External,Failed,3,661.36,20220925.0
2185,Customer Service,2023-08-01,Internal,Incomplete,5,220.95,20230801.0
2186,Leadership Development,2022-09-21,External,Failed,5,747.61,20220921.0
2187,Communication Skills,2023-06-07,Internal,Completed,1,575.77,20230607.0
2188,Leadership Development,2023-06-17,Internal,Incomplete,2,754.8,20230617.0
2189,Customer Service,2022-11-28,External,Passed,2,585.65,20221128.0
2190,Technical Skills,2023-04-29,Internal,Completed,2,623.98,20230429.0
2191,Communication Skills,2023-05-13,Internal,Failed,3,774.02,20230513.0
2192,Leadership Development,2022-10-02,External,Completed,4,866.14,20221002.0
2193,Technical Skills,2023-07-16,External,Incomplete,2,704.42,20230716.0
2194,Customer Service,2023-03-08,External,Incomplete,5,164.41,20230308.0
2195,Project Management,2023-05-08,External,Failed,3,559.87,20230508.0
2196,Technical Skills,2022-12-10,External,Completed,2,572.11,20221210.0
2197,Technical Skills,2023-03-17,External,Passed,2,724.83,20230317.0
2198,Leadership Development,2022-08-14,Internal,Failed,5,198.35,20220814.0
2199,Project Management,2023-06-19,External,Passed,3,142.7,20230619.0
2200,Project Management,2023-03-29,External,Incomplete,2,910.99,20230329.0
2201,Leadership Development,2023-03-15,Internal,Completed,4,863.83,20230315.0
2202,Customer Service,2022-09-08,Internal,Completed,4,606.57,20220908.0
2203,Technical Skills,2022-12-14,External,Incomplete,2,333.27,20221214.0
2204,Customer Service,2022-11-27,Internal,Passed,3,284.05,20221127.0
2205,Leadership Development,2023-06-23,Internal,Incomplete,1,271.69,20230623.0
2206,Technical Skills,2022-09-16,Internal,Completed,3,274.22,20220916.0
2207,Project Management,2023-06-26,External,Incomplete,1,448.93,20230626.0
2208,Technical Skills,2022-09-02,Internal,Incomplete,3,907.13,20220902.0
2209,Technical Skills,2022-11-02,External,Completed,3,545.69,20221102.0
2210,Technical Skills,2023-07-17,Internal,Completed,5,220.14,20230717.0
2211,Leadership Development,2022-11-21,External,Completed,3,906.62,20221121.0
2212,Technical Skills,2023-07-19,Internal,Incomplete,1,160.81,20230719.0
2213,Technical Skills,2023-04-09,Internal,Passed,1,196.03,20230409.0
2214,Leadership Development,2023-03-16,Internal,Passed,4,973.62,20230316.0
2215,Customer Service,2022-09-30,External,Failed,3,227.0,20220930.0
2216,Customer Service,2022-12-25,External,Incomplete,4,587.29,20221225.0
2217,Communication Skills,2023-03-23,External,Failed,1,315.39,20230323.0
2218,Technical Skills,2022-12-27,Internal,Incomplete,5,222.99,20221227.0
2219,Technical Skills,2023-01-03,External,Failed,5,401.35,20230103.0
2220,Leadership Development,2023-06-02,External,Completed,4,938.01,20230602.0
2221,Technical Skills,2022-08-07,Internal,Incomplete,1,737.04,20220807.0
2222,Project Management,2023-06-04,External,Failed,3,303.01,20230604.0
2223,Communication Skills,2023-04-07,External,Completed,2,905.55,20230407.0
2224,Customer Service,2022-09-23,Internal,Failed,2,914.52,20220923.0
2225,Project Management,2022-12-09,External,Passed,3,789.98,20221209.0
2226,Project Management,2022-09-10,Internal,Completed,3,125.06,20220910.0
2227,Project Management,2023-04-28,Internal,Passed,2,894.09,20230428.0
2228,Technical Skills,2023-02-21,External,Passed,3,713.03,20230221.0
2229,Communication Skills,2023-01-28,Internal,Incomplete,5,897.51,20230128.0
2230,Project Management,2023-08-03,External,Passed,3,634.34,20230803.0
2231,Technical Skills,2023-04-20,Internal,Failed,3,352.54,20230420.0
2232,Customer Service,2023-03-23,External,Completed,4,128.25,20230323.0
2233,Customer Service,2023-06-13,Internal,Passed,1,893.71,20230613.0
2234,Communication Skills,2023-02-04,External,Completed,3,693.52,20230204.0
2235,Customer Service,2023-03-09,Internal,Failed,1,162.62,20230309.0
2236,Customer Service,2023-07-13,External,Passed,2,144.74,20230713.0
2237,Leadership Development,2023-05-10,External,Completed,3,240.77,20230510.0
2238,Communication Skills,2023-04-14,External,Completed,5,905.56,20230414.0
2239,Technical Skills,2023-04-11,Internal,Passed,4,273.84,20230411.0
2240,Communication Skills,2023-03-17,Internal,Incomplete,4,980.41,20230317.0
2241,Communication Skills,2023-01-26,External,Failed,5,834.95,20230126.0
2242,Project Management,2022-12-17,External,Failed,1,627.11,20221217.0
2243,Leadership Development,2022-12-30,External,Passed,4,242.22,20221230.0
2244,Leadership Development,2022-12-14,Internal,Passed,2,804.01,20221214.0
2245,Project Management,2023-04-04,Internal,Incomplete,1,968.2,20230404.0
2246,Project Management,2023-02-10,Internal,Completed,2,364.36,20230210.0
2247,Communication Skills,2023-04-19,External,Incomplete,3,803.16,20230419.0
2248,Leadership Development,2023-03-29,External,Incomplete,2,571.12,20230329.0
2249,Customer Service,2023-07-06,External,Failed,2,705.36,20230706.0
2250,Communication Skills,2023-04-08,Internal,Failed,5,565.78,20230408.0
2251,Technical Skills,2022-11-19,External,Incomplete,5,593.14,20221119.0
2252,Communication Skills,2022-12-10,Internal,Completed,1,648.23,20221210.0
2253,Communication Skills,2023-01-07,External,Incomplete,1,426.97,20230107.0
2254,Project Management,2022-11-20,Internal,Failed,4,267.76,20221120.0
2255,Customer Service,2023-02-05,Internal,Completed,1,357.69,20230205.0
2256,Leadership Development,2023-01-13,Internal,Completed,1,312.42,20230113.0
2257,Customer Service,2023-03-25,External,Incomplete,2,456.3,20230325.0
2258,Technical Skills,2023-07-03,Internal,Failed,2,675.95,20230703.0
2259,Communication Skills,2023-05-03,External,Failed,3,754.61,20230503.0
2260,Customer Service,2022-08-23,Internal,Incomplete,2,377.64,20220823.0
2261,Project Management,2023-06-04,External,Failed,3,647.41,20230604.0
2262,Communication Skills,2023-05-29,External,Incomplete,3,122.43,20230529.0
2263,Project Management,2022-10-05,Internal,Incomplete,5,662.94,20221005.0
2264,Communication Skills,2023-05-06,External,Failed,3,465.3,20230506.0
2265,Customer Service,2022-11-23,Internal,Failed,4,680.88,20221123.0
2266,Leadership Development,2022-10-23,External,Completed,5,898.01,20221023.0
2267,Technical Skills,2022-11-11,Internal,Passed,1,518.79,20221111.0
2268,Communication Skills,2022-11-26,Internal,Failed,2,677.84,20221126.0
2269,Technical Skills,2022-12-09,Internal,Incomplete,1,109.33,20221209.0
2270,Technical Skills,2023-05-11,Internal,Passed,2,781.35,20230511.0
2271,Customer Service,2023-02-02,Internal,Failed,4,632.57,20230202.0
2272,Communication Skills,2023-04-15,Internal,Passed,5,233.42,20230415.0
2273,Leadership Development,2023-04-01,External,Passed,4,301.15,20230401.0
2274,Customer Service,2023-06-03,External,Failed,2,255.54,20230603.0
2275,Technical Skills,2023-03-05,External,Incomplete,5,138.4,20230305.0
2276,Customer Service,2023-05-17,External,Completed,3,851.87,20230517.0
2277,Communication Skills,2022-12-22,Internal,Completed,3,592.23,20221222.0
2278,Leadership Development,2023-03-05,External,Completed,4,544.43,20230305.0
2279,Technical Skills,2023-03-23,External,Passed,4,230.57,20230323.0
2280,Customer Service,2023-04-05,External,Passed,3,493.98,20230405.0
2281,Technical Skills,2022-11-29,Internal,Failed,4,761.7,20221129.0
2282,Leadership Development,2022-10-20,External,Incomplete,5,454.55,20221020.0
2283,Leadership Development,2023-04-23,External,Failed,1,183.88,20230423.0
2284,Technical Skills,2023-07-09,External,Passed,3,839.16,20230709.0
2285,Customer Service,2022-12-02,Internal,Completed,4,679.57,20221202.0
2286,Project Management,2022-09-27,External,Failed,5,107.64,20220927.0
2287,Communication Skills,2023-03-29,Internal,Passed,4,560.64,20230329.0
2288,Communication Skills,2022-09-25,Internal,Failed,2,187.85,20220925.0
2289,Technical Skills,2023-06-14,External,Completed,3,353.58,20230614.0
2290,Communication Skills,2023-04-23,Internal,Failed,4,575.55,20230423.0
2291,Project Management,2023-07-01,Internal,Incomplete,5,973.53,20230701.0
2292,Communication Skills,2023-03-11,External,Completed,3,894.38,20230311.0
2293,Project Management,2023-04-17,Internal,Failed,1,510.67,20230417.0
2294,Communication Skills,2023-04-09,External,Failed,1,261.17,20230409.0
2295,Communication Skills,2022-11-12,Internal,Passed,5,448.38,20221112.0
2296,Technical Skills,2022-11-09,Internal,Passed,4,808.77,20221109.0
2297,Leadership Development,2022-12-28,Internal,Completed,5,691.71,20221228.0
2298,Communication Skills,2023-03-02,External,Failed,1,145.08,20230302.0
2299,Customer Service,2023-04-13,External,Failed,4,922.03,20230413.0
2300,Customer Service,2022-09-27,External,Completed,2,668.1,20220927.0
2301,Technical Skills,2023-02-27,Internal,Incomplete,4,475.03,20230227.0
2302,Project Management,2023-03-11,Internal,Passed,2,173.45,20230311.0
2303,Customer Service,2023-01-13,External,Passed,2,813.39,20230113.0
2304,Customer Service,2022-10-19,Internal,Passed,5,759.9,20221019.0
2305,Communication Skills,2023-04-24,External,Incomplete,2,933.39,20230424.0
2306,Communication Skills,2023-02-28,External,Failed,2,217.33,20230228.0
2307,Customer Service,2023-05-21,Internal,Passed,2,856.15,20230521.0
2308,Communication Skills,2022-09-08,Internal,Completed,4,751.86,20220908.0
2309,Communication Skills,2023-07-20,Internal,Incomplete,1,309.24,20230720.0
2310,Leadership Development,2022-12-27,Internal,Incomplete,4,581.95,20221227.0
2311,Leadership Development,2023-04-04,External,Passed,5,616.43,20230404.0
2312,Leadership Development,2023-01-06,Internal,Completed,3,623.75,20230106.0
2313,Project Management,2023-02-04,External,Passed,1,802.99,20230204.0
2314,Communication Skills,2022-11-18,External,Failed,1,725.98,20221118.0
2315,Customer Service,2022-12-05,External,Incomplete,1,252.59,20221205.0
2316,Communication Skills,2023-05-23,Internal,Failed,1,731.84,20230523.0
2317,Customer Service,2023-02-09,External,Failed,1,787.01,20230209.0
2318,Communication Skills,2023-06-22,External,Incomplete,2,303.8,20230622.0
2319,Customer Service,2022-12-21,Internal,Passed,3,832.15,20221221.0
2320,Communication Skills,2023-07-25,External,Incomplete,5,509.71,20230725.0
2321,Communication Skills,2022-09-06,Internal,Incomplete,3,781.95,20220906.0
2322,Communication Skills,2023-03-04,Internal,Completed,3,178.4,20230304.0
2323,Project Management,2022-12-30,External,Incomplete,3,964.4,20221230.0
2324,Communication Skills,2023-04-29,External,Incomplete,1,299.75,20230429.0
2325,Project Management,2023-01-04,Internal,Completed,2,745.68,20230104.0
2326,Customer Service,2023-01-06,External,Completed,5,263.21,20230106.0
2327,Customer Service,2022-10-20,External,Incomplete,1,802.98,20221020.0
2328,Communication Skills,2023-03-01,Internal,Passed,3,960.9,20230301.0
2329,Leadership Development,2023-01-21,External,Incomplete,2,209.86,20230121.0
2330,Customer Service,2023-03-21,Internal,Passed,2,942.81,20230321.0
2331,Technical Skills,2023-01-16,Internal,Failed,3,108.2,20230116.0
2332,Communication Skills,2022-11-29,Internal,Completed,3,144.68,20221129.0
2333,Technical Skills,2023-04-01,Internal,Failed,4,769.76,20230401.0
2334,Project Management,2023-03-21,Internal,Failed,5,860.16,20230321.0
2335,Communication Skills,2022-09-01,Internal,Completed,4,957.24,20220901.0
2336,Communication Skills,2023-02-06,External,Completed,3,301.03,20230206.0
2337,Project Management,2023-07-15,Internal,Incomplete,2,366.82,20230715.0
2338,Customer Service,2023-06-18,External,Completed,2,819.8,20230618.0
2339,Leadership Development,2022-12-02,Internal,Failed,5,369.94,20221202.0
2340,Project Management,2023-05-05,External,Failed,1,811.91,20230505.0
2341,Communication Skills,2023-04-06,Internal,Failed,2,121.05,20230406.0
2342,Communication Skills,2023-05-30,Internal,Completed,1,704.53,20230530.0
2343,Customer Service,2023-05-31,Internal,Completed,5,959.22,20230531.0
2344,Technical Skills,2023-03-13,External,Completed,2,967.05,20230313.0
2345,Project Management,2022-10-09,External,Incomplete,3,379.57,20221009.0
2346,Customer Service,2022-10-02,External,Completed,3,811.14,20221002.0
