invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5pct,sales,date,time,payment,cogs,gross_income,rating,day,month,weekday,hour,time_of_day,rfm_date
655-85-5130,Branch B,Giza,Member,Female,Fashion accessories,38.3,4,7.66,160.86,2019-03-13,1900-01-01 19:22:00,Cash,153.2,7.66,5.7,13,3,Wednesday,19,Evening,2019-03-13
447-15-7839,Branch A,Cairo,Member,Female,Sports and travel,22.24,10,11.12,233.52,2019-02-09,1900-01-01 11:00:00,Cash,222.4,11.12,4.2,9,2,Saturday,11,Morning,2019-02-09
154-74-7179,Branch B,Giza,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,1900-01-01 19:24:00,Ewallet,54.45,2.7225,7.9,26,2,Tuesday,19,Evening,2019-02-26
253-12-6086,Branch A,Cairo,Member,Female,Sports and travel,98.4,7,34.44,723.24,2019-03-12,1900-01-01 12:43:00,Credit card,688.8,34.44,8.7,12,3,Tuesday,12,Afternoon,2019-03-12
808-65-0703,Branch C,Alexandria,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,2019-03-14,1900-01-01 17:22:00,Credit card,141.88,7.094,6.9,14,3,Thursday,17,Evening,2019-03-14
571-94-0759,Branch B,Giza,Member,Female,Food and beverages,74.6,10,37.3,783.3,2019-01-08,1900-01-01 20:55:00,Cash,746.0,37.3,9.5,8,1,Tuesday,20,Evening,2019-01-08
144-51-6085,Branch A,Cairo,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,1900-01-01 16:05:00,Credit card,282.96,14.148,4.4,5,1,Saturday,16,Afternoon,2019-01-05
731-14-2199,Branch A,Cairo,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,1900-01-01 13:34:00,Ewallet,355.4,17.77,7.0,4,1,Friday,13,Afternoon,2019-01-04
783-09-1637,Branch B,Giza,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,2019-03-06,1900-01-01 18:13:00,Ewallet,337.15,16.8575,6.3,6,3,Wednesday,18,Evening,2019-03-06
687-15-1097,Branch C,Alexandria,Member,Female,Health and beauty,21.12,2,2.112,44.352,2019-01-03,1900-01-01 19:17:00,Cash,42.24,2.112,9.7,3,1,Thursday,19,Evening,2019-01-03
126-54-1082,Branch A,Cairo,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,1900-01-01 11:44:00,Credit card,193.86,9.693,8.8,7,1,Monday,11,Morning,2019-01-07
633-91-1052,Branch A,Cairo,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,2019-01-27,1900-01-01 15:51:00,Cash,24.06,1.203,5.1,27,1,Sunday,15,Afternoon,2019-01-27
477-24-6490,Branch B,Giza,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2019-02-26,1900-01-01 16:52:00,Ewallet,598.26,29.913,7.9,26,2,Tuesday,16,Afternoon,2019-02-26
566-19-5475,Branch B,Giza,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,2019-01-07,1900-01-01 20:52:00,Cash,335.79,16.7895,6.2,7,1,Monday,20,Evening,2019-01-07
526-86-8552,Branch C,Alexandria,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,1900-01-01 17:36:00,Cash,218.2,10.91,7.1,7,1,Monday,17,Evening,2019-01-07
376-56-3573,Branch C,Alexandria,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,1900-01-01 13:23:00,Ewallet,381.68,19.084,6.4,2,2,Saturday,13,Afternoon,2019-02-02
537-72-0426,Branch C,Alexandria,Member,Male,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,1900-01-01 16:28:00,Cash,709.9,35.495,5.7,20,3,Wednesday,16,Afternoon,2019-03-20
828-61-5674,Branch A,Cairo,Member,Male,Sports and travel,44.02,10,22.01,462.21,2019-03-20,1900-01-01 19:57:00,Credit card,440.2,22.01,9.6,20,3,Wednesday,19,Evening,2019-03-20
136-08-6195,Branch A,Cairo,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2019-02-15,1900-01-01 17:01:00,Credit card,559.68,27.984,6.4,15,2,Friday,17,Evening,2019-02-15
523-38-0215,Branch C,Alexandria,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,2019-03-06,1900-01-01 13:29:00,Credit card,37.0,1.85,7.9,6,3,Wednesday,13,Afternoon,2019-03-06
490-29-1201,Branch A,Cairo,Normal,Female,Sports and travel,15.34,1,0.767,16.107,2019-01-06,1900-01-01 11:09:00,Cash,15.34,0.767,6.5,6,1,Sunday,11,Morning,2019-01-06
667-92-0055,Branch A,Cairo,Member,Male,Health and beauty,99.83,6,29.949,628.929,2019-03-04,1900-01-01 15:02:00,Ewallet,598.98,29.949,8.5,4,3,Monday,15,Afternoon,2019-03-04
565-17-3836,Branch A,Cairo,Member,Female,Health and beauty,47.67,4,9.534,200.214,2019-03-12,1900-01-01 14:21:00,Cash,190.68,9.534,9.1,12,3,Tuesday,14,Afternoon,2019-03-12
498-41-1961,Branch B,Giza,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2019-02-20,1900-01-01 18:01:00,Cash,333.4,16.67,7.6,20,2,Wednesday,18,Evening,2019-02-20
593-95-4461,Branch C,Alexandria,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,2019-03-24,1900-01-01 14:49:00,Cash,74.86,3.743,6.9,24,3,Sunday,14,Afternoon,2019-03-24
226-71-3580,Branch C,Alexandria,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,1900-01-01 12:02:00,Cash,213.75,10.6875,9.5,31,1,Thursday,12,Afternoon,2019-01-31
283-79-9594,Branch B,Giza,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,1900-01-01 13:30:00,Credit card,339.57,16.9785,5.2,25,1,Friday,13,Afternoon,2019-01-25
430-60-3493,Branch A,Cairo,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2019-02-03,1900-01-01 14:38:00,Cash,664.16,33.208,4.2,3,2,Sunday,14,Afternoon,2019-02-03
139-20-0155,Branch B,Giza,Member,Male,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,1900-01-01 17:37:00,Credit card,403.0,20.15,7.0,24,1,Thursday,17,Evening,2019-01-24
558-80-4082,Branch C,Alexandria,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,2019-03-14,1900-01-01 17:20:00,Ewallet,194.95,9.7475,6.0,14,3,Thursday,17,Evening,2019-03-14
278-97-7759,Branch A,Cairo,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,1900-01-01 20:29:00,Cash,62.48,3.124,4.7,18,2,Monday,20,Evening,2019-02-18
316-68-6352,Branch A,Cairo,Member,Female,Food and beverages,36.36,2,3.636,76.356,2019-01-21,1900-01-01 10:00:00,Cash,72.72,3.636,7.1,21,1,Monday,10,Morning,2019-01-21
585-03-5943,Branch B,Giza,Normal,Male,Health and beauty,18.11,10,9.055,190.155,2019-03-13,1900-01-01 11:46:00,Ewallet,181.1,9.055,5.9,13,3,Wednesday,11,Morning,2019-03-13
211-05-0490,Branch C,Alexandria,Member,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,1900-01-01 13:42:00,Cash,259.6,12.98,7.5,3,3,Sunday,13,Afternoon,2019-03-03
727-75-6477,Branch C,Alexandria,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,2019-03-29,1900-01-01 14:44:00,Cash,115.36,5.768,6.4,29,3,Friday,14,Afternoon,2019-03-29
744-02-5987,Branch A,Cairo,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,2019-01-10,1900-01-01 14:16:00,Ewallet,470.28,23.514,5.8,10,1,Thursday,14,Afternoon,2019-01-10
307-83-9164,Branch A,Cairo,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,1900-01-01 15:54:00,Cash,240.04,12.002,4.5,25,1,Friday,15,Afternoon,2019-01-25
779-06-0012,Branch C,Alexandria,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,1900-01-01 10:21:00,Cash,88.61,4.4305,7.7,19,1,Saturday,10,Morning,2019-01-19
446-47-6729,Branch C,Alexandria,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,2019-01-02,1900-01-01 18:09:00,Credit card,199.64,9.982,6.7,2,1,Wednesday,18,Evening,2019-01-02
573-10-3877,Branch B,Giza,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,2019-03-12,1900-01-01 16:46:00,Credit card,39.01,1.9505,4.7,12,3,Tuesday,16,Afternoon,2019-03-12
735-06-4124,Branch C,Alexandria,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2019-02-25,1900-01-01 15:31:00,Cash,48.61,2.4305,4.4,25,2,Monday,15,Afternoon,2019-02-25
439-54-7422,Branch A,Cairo,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,1900-01-01 17:15:00,Credit card,204.76,10.238,4.7,18,3,Monday,17,Evening,2019-03-18
396-90-2219,Branch B,Giza,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2019-02-23,1900-01-01 12:29:00,Cash,119.68,5.984,8.6,23,2,Saturday,12,Afternoon,2019-02-23
411-77-0180,Branch A,Cairo,Member,Male,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,1900-01-01 20:14:00,Ewallet,505.4,25.27,4.3,26,3,Tuesday,20,Evening,2019-03-26
286-01-5402,Branch A,Cairo,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,2019-03-30,1900-01-01 13:22:00,Cash,281.61,14.0805,9.6,30,3,Saturday,13,Afternoon,2019-03-30
803-17-8013,Branch A,Cairo,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2019-02-17,1900-01-01 17:09:00,Cash,710.32,35.516,4.1,17,2,Sunday,17,Evening,2019-02-17
512-98-1403,Branch A,Cairo,Member,Female,Electronic accessories,26.48,3,3.972,83.412,2019-03-21,1900-01-01 10:40:00,Ewallet,79.44,3.972,4.7,21,3,Thursday,10,Morning,2019-03-21
848-42-2560,Branch A,Cairo,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,1900-01-01 17:43:00,Cash,163.82,8.191,7.8,5,3,Tuesday,17,Evening,2019-03-05
532-59-7201,Branch B,Giza,Member,Male,Sports and travel,79.93,6,23.979,503.559,2019-01-31,1900-01-01 14:04:00,Cash,479.58,23.979,5.5,31,1,Thursday,14,Afternoon,2019-01-31
181-94-6432,Branch C,Alexandria,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,1900-01-01 19:05:00,Ewallet,138.66,6.933,9.7,5,2,Tuesday,19,Evening,2019-02-05
870-76-1733,Branch A,Cairo,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2019-02-01,1900-01-01 10:08:00,Credit card,71.15,3.5575,4.4,1,2,Friday,10,Morning,2019-02-01
423-64-4619,Branch A,Cairo,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,2019-03-07,1900-01-01 13:12:00,Cash,139.95,6.9975,5.0,7,3,Thursday,13,Afternoon,2019-03-07
227-07-4446,Branch C,Alexandria,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,1900-01-01 20:51:00,Cash,781.3,39.065,4.4,10,2,Sunday,20,Evening,2019-02-10
174-36-3675,Branch C,Alexandria,Member,Male,Food and beverages,99.37,2,9.937,208.677,2019-02-14,1900-01-01 17:29:00,Cash,198.74,9.937,5.2,14,2,Thursday,17,Evening,2019-02-14
428-83-5800,Branch C,Alexandria,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,1900-01-01 10:25:00,Cash,63.24,3.162,7.3,9,2,Saturday,10,Morning,2019-02-09
603-07-0961,Branch C,Alexandria,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,2019-01-10,1900-01-01 11:34:00,Cash,373.95,18.6975,4.9,10,1,Thursday,11,Morning,2019-01-10
704-20-4138,Branch C,Alexandria,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,2019-03-11,1900-01-01 18:58:00,Credit card,207.69,10.3845,8.1,11,3,Monday,18,Evening,2019-03-11
787-15-1757,Branch C,Alexandria,Member,Male,Health and beauty,44.07,4,8.814,185.094,2019-02-18,1900-01-01 16:28:00,Ewallet,176.28,8.814,8.4,18,2,Monday,16,Afternoon,2019-02-18
649-11-3678,Branch C,Alexandria,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,1900-01-01 20:26:00,Cash,206.37,10.3185,5.5,26,2,Tuesday,20,Evening,2019-02-26
622-20-1945,Branch C,Alexandria,Normal,Female,Health and beauty,39.42,1,1.971,41.391,2019-01-18,1900-01-01 15:08:00,Cash,39.42,1.971,8.4,18,1,Friday,15,Afternoon,2019-01-18
372-94-8041,Branch A,Cairo,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2019-02-15,1900-01-01 18:03:00,Ewallet,91.56,4.578,9.8,15,2,Friday,18,Evening,2019-02-15
563-91-7120,Branch A,Cairo,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,2019-03-08,1900-01-01 13:21:00,Cash,308.85,15.4425,6.7,8,3,Friday,13,Afternoon,2019-03-08
746-54-5508,Branch A,Cairo,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,1900-01-01 12:48:00,Credit card,129.12,6.456,9.4,17,1,Thursday,12,Afternoon,2019-01-17
276-54-0879,Branch B,Giza,Normal,Male,Sports and travel,97.74,4,19.548,410.508,2019-03-12,1900-01-01 19:53:00,Ewallet,390.96,19.548,6.4,12,3,Tuesday,19,Evening,2019-03-12
815-11-1168,Branch A,Cairo,Member,Male,Food and beverages,99.78,5,24.945,523.845,2019-03-09,1900-01-01 19:09:00,Cash,498.9,24.945,5.4,9,3,Saturday,19,Evening,2019-03-09
719-76-3868,Branch C,Alexandria,Member,Male,Food and beverages,94.26,4,18.852,395.892,2019-03-12,1900-01-01 16:30:00,Cash,377.04,18.852,8.6,12,3,Tuesday,16,Afternoon,2019-03-12
730-61-8757,Branch B,Giza,Member,Male,Health and beauty,51.13,4,10.226,214.746,2019-01-25,1900-01-01 10:11:00,Credit card,204.52,10.226,4.0,25,1,Friday,10,Morning,2019-01-25
340-66-0321,Branch A,Cairo,Member,Male,Electronic accessories,36.36,4,7.272,152.712,2019-03-25,1900-01-01 13:07:00,Cash,145.44,7.272,7.6,25,3,Monday,13,Afternoon,2019-03-25
868-81-1752,Branch B,Giza,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2019-02-07,1900-01-01 18:48:00,Cash,198.18,9.909,6.8,7,2,Thursday,18,Evening,2019-02-07
634-97-8956,Branch A,Cairo,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2019-02-17,1900-01-01 17:27:00,Credit card,98.7,4.935,9.1,17,2,Sunday,17,Evening,2019-02-17
566-71-1091,Branch A,Cairo,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2019-02-03,1900-01-01 15:59:00,Cash,385.1,19.255,5.5,3,2,Sunday,15,Afternoon,2019-02-03
442-48-3607,Branch A,Cairo,Member,Male,Food and beverages,23.48,2,2.348,49.308,2019-03-14,1900-01-01 11:21:00,Credit card,46.96,2.348,7.9,14,3,Thursday,11,Morning,2019-03-14
835-16-0096,Branch C,Alexandria,Member,Male,Sports and travel,14.7,5,3.675,77.175,2019-03-24,1900-01-01 13:48:00,Ewallet,73.5,3.675,8.5,24,3,Sunday,13,Afternoon,2019-03-24
527-09-6272,Branch A,Cairo,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,2019-03-21,1900-01-01 10:17:00,Credit card,142.25,7.1125,9.1,21,3,Thursday,10,Morning,2019-03-21
898-04-2717,Branch A,Cairo,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,1900-01-01 15:49:00,Ewallet,687.6,34.38,7.5,19,3,Tuesday,15,Afternoon,2019-03-19
692-27-8933,Branch B,Giza,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2019-02-24,1900-01-01 13:02:00,Cash,347.7,17.385,5.2,24,2,Sunday,13,Afternoon,2019-02-24
633-09-3463,Branch C,Alexandria,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,2019-03-28,1900-01-01 12:58:00,Credit card,142.95,7.1475,9.5,28,3,Thursday,12,Afternoon,2019-03-28
374-17-3652,Branch B,Giza,Member,Female,Food and beverages,42.82,9,19.269,404.649,2019-02-05,1900-01-01 15:26:00,Credit card,385.38,19.269,8.9,5,2,Tuesday,15,Afternoon,2019-02-05
378-07-7001,Branch B,Giza,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2019-02-10,1900-01-01 18:23:00,Credit card,144.27,7.2135,7.8,10,2,Sunday,18,Evening,2019-02-10
433-75-6987,Branch B,Giza,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,2019-03-05,1900-01-01 19:06:00,Ewallet,391.79,19.5895,8.9,5,3,Tuesday,19,Evening,2019-03-05
873-95-4984,Branch B,Giza,Member,Female,Health and beauty,76.9,7,26.915,565.215,2019-02-15,1900-01-01 20:21:00,Cash,538.3,26.915,7.7,15,2,Friday,20,Evening,2019-02-15
416-13-5917,Branch C,Alexandria,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,2019-01-30,1900-01-01 16:24:00,Ewallet,485.15,24.2575,9.3,30,1,Wednesday,16,Afternoon,2019-01-30
150-89-8043,Branch A,Cairo,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2019-02-14,1900-01-01 15:04:00,Cash,133.95,6.6975,6.2,14,2,Thursday,15,Afternoon,2019-02-14
135-84-8019,Branch A,Cairo,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2019-02-27,1900-01-01 16:10:00,Ewallet,701.37,35.0685,7.6,27,2,Wednesday,16,Afternoon,2019-02-27
441-94-7118,Branch A,Cairo,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2019-02-04,1900-01-01 12:14:00,Cash,71.95,3.5975,7.3,4,2,Monday,12,Afternoon,2019-02-04
725-96-3778,Branch C,Alexandria,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,1900-01-01 10:13:00,Cash,714.0,35.7,4.7,20,1,Sunday,10,Morning,2019-01-20
531-80-1784,Branch A,Cairo,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,2019-03-28,1900-01-01 17:38:00,Cash,182.14,9.107,5.1,28,3,Thursday,17,Evening,2019-03-28
400-45-1220,Branch B,Giza,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,1900-01-01 11:06:00,Credit card,135.0,6.75,4.8,27,2,Wednesday,11,Morning,2019-02-27
860-79-0874,Branch C,Alexandria,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2019-02-15,1900-01-01 14:53:00,Credit card,993.0,49.65,6.6,15,2,Friday,14,Afternoon,2019-02-15
834-61-8124,Branch A,Cairo,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,1900-01-01 18:22:00,Cash,361.83,18.0915,5.5,26,1,Saturday,18,Evening,2019-01-26
115-99-4379,Branch B,Giza,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,1900-01-01 19:02:00,Credit card,383.11,19.1555,8.5,14,3,Thursday,19,Evening,2019-03-14
565-67-6697,Branch B,Giza,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,1900-01-01 14:16:00,Cash,243.0,12.15,4.8,2,3,Saturday,14,Afternoon,2019-03-02
320-49-6392,Branch C,Alexandria,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,2019-03-04,1900-01-01 15:44:00,Cash,30.24,1.512,8.4,4,3,Monday,15,Afternoon,2019-03-04
889-04-9723,Branch B,Giza,Member,Female,Food and beverages,89.14,4,17.828,374.388,2019-01-07,1900-01-01 12:20:00,Credit card,356.56,17.828,7.8,7,1,Monday,12,Afternoon,2019-01-07
632-90-0281,Branch C,Alexandria,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,2019-03-08,1900-01-01 20:01:00,Credit card,375.5,18.775,9.3,8,3,Friday,20,Evening,2019-03-08
554-42-2417,Branch C,Alexandria,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,2019-01-09,1900-01-01 13:45:00,Cash,954.4,47.72,5.2,9,1,Wednesday,13,Afternoon,2019-01-09
453-63-6187,Branch B,Giza,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,1900-01-01 15:40:00,Ewallet,82.5,4.125,6.5,1,3,Friday,15,Afternoon,2019-03-01
578-80-7669,Branch B,Giza,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,2019-03-16,1900-01-01 16:58:00,Cash,74.97,3.7485,5.6,16,3,Saturday,16,Afternoon,2019-03-16
612-36-5536,Branch A,Cairo,Member,Male,Food and beverages,80.96,8,32.384,680.064,2019-02-17,1900-01-01 11:12:00,Credit card,647.68,32.384,7.4,17,2,Sunday,11,Morning,2019-02-17
605-72-4132,Branch C,Alexandria,Normal,Female,Food and beverages,94.47,8,37.788,793.548,2019-02-27,1900-01-01 15:12:00,Cash,755.76,37.788,9.1,27,2,Wednesday,15,Afternoon,2019-02-27
471-41-2823,Branch C,Alexandria,Normal,Male,Food and beverages,99.79,2,9.979,209.559,2019-03-07,1900-01-01 20:37:00,Ewallet,199.58,9.979,8.0,7,3,Thursday,20,Evening,2019-03-07
462-67-9126,Branch A,Cairo,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,2019-01-21,1900-01-01 17:44:00,Cash,439.32,21.966,7.2,21,1,Monday,17,Evening,2019-01-21
272-27-9238,Branch C,Alexandria,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2019-02-19,1900-01-01 16:23:00,Cash,164.96,8.248,7.1,19,2,Tuesday,16,Afternoon,2019-02-19
834-25-9262,Branch C,Alexandria,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,2019-01-06,1900-01-01 12:12:00,Cash,326.72,16.336,9.1,6,1,Sunday,12,Afternoon,2019-01-06
122-61-9553,Branch C,Alexandria,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,1900-01-01 19:33:00,Cash,461.88,23.094,5.6,14,3,Thursday,19,Evening,2019-03-14
468-88-0009,Branch A,Cairo,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,2019-03-24,1900-01-01 10:29:00,Cash,263.76,13.188,6.0,24,3,Sunday,10,Morning,2019-03-24
613-59-9758,Branch C,Alexandria,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,1900-01-01 14:28:00,Cash,143.6,7.18,5.4,27,1,Sunday,14,Afternoon,2019-01-27
254-31-0042,Branch A,Cairo,Member,Male,Electronic accessories,21.5,9,9.675,203.175,2019-03-06,1900-01-01 12:46:00,Credit card,193.5,9.675,7.8,6,3,Wednesday,12,Afternoon,2019-03-06
201-86-2184,Branch B,Giza,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2019-02-02,1900-01-01 19:40:00,Cash,183.82,9.191,9.9,2,2,Saturday,19,Evening,2019-02-02
261-12-8671,Branch B,Giza,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,1900-01-01 19:39:00,Credit card,121.92,6.096,4.9,25,1,Friday,19,Evening,2019-01-25
730-70-9830,Branch C,Alexandria,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,1900-01-01 17:54:00,Ewallet,420.66,21.033,5.2,14,3,Thursday,17,Evening,2019-03-14
382-25-8917,Branch C,Alexandria,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,1900-01-01 12:25:00,Cash,252.48,12.624,8.9,29,1,Tuesday,12,Afternoon,2019-01-29
422-29-8786,Branch A,Cairo,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,2019-01-03,1900-01-01 16:47:00,Credit card,335.45,16.7725,9.1,3,1,Thursday,16,Afternoon,2019-01-03
667-23-5919,Branch A,Cairo,Member,Female,Fashion accessories,96.7,5,24.175,507.675,2019-01-14,1900-01-01 12:52:00,Ewallet,483.5,24.175,7.0,14,1,Monday,12,Afternoon,2019-01-14
843-01-4703,Branch B,Giza,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,2019-01-05,1900-01-01 19:50:00,Credit card,318.42,15.921,9.6,5,1,Saturday,19,Evening,2019-01-05
743-88-1662,Branch C,Alexandria,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,1900-01-01 18:17:00,Ewallet,668.43,33.4215,8.7,22,2,Friday,18,Evening,2019-02-22
595-86-2894,Branch C,Alexandria,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2019-02-06,1900-01-01 17:20:00,Ewallet,387.92,19.396,9.4,6,2,Wednesday,17,Evening,2019-02-06
182-69-8360,Branch B,Giza,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,2019-01-30,1900-01-01 13:32:00,Credit card,94.6,4.73,4.0,30,1,Wednesday,13,Afternoon,2019-01-30
289-15-7034,Branch A,Cairo,Member,Male,Sports and travel,82.33,4,16.466,345.786,2019-01-11,1900-01-01 10:37:00,Credit card,329.32,16.466,7.5,11,1,Friday,10,Morning,2019-01-11
462-78-5240,Branch C,Alexandria,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,1900-01-01 14:35:00,Cash,53.22,2.661,4.2,19,3,Tuesday,14,Afternoon,2019-03-19
868-52-7573,Branch B,Giza,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,2019-01-14,1900-01-01 12:09:00,Cash,498.45,24.9225,9.9,14,1,Monday,12,Afternoon,2019-01-14
153-58-4872,Branch C,Alexandria,Member,Female,Food and beverages,74.89,4,14.978,314.538,2019-03-01,1900-01-01 15:32:00,Ewallet,299.56,14.978,4.2,1,3,Friday,15,Afternoon,2019-03-01
662-72-2873,Branch A,Cairo,Normal,Female,Food and beverages,40.94,5,10.235,214.935,2019-01-06,1900-01-01 13:58:00,Ewallet,204.7,10.235,9.9,6,1,Sunday,13,Afternoon,2019-01-06
525-88-7307,Branch B,Giza,Member,Male,Sports and travel,75.82,1,3.791,79.611,2019-01-31,1900-01-01 13:19:00,Cash,75.82,3.791,5.8,31,1,Thursday,13,Afternoon,2019-01-31
689-16-9784,Branch C,Alexandria,Normal,Male,Food and beverages,46.77,6,14.031,294.651,2019-03-11,1900-01-01 13:37:00,Cash,280.62,14.031,6.0,11,3,Monday,13,Afternoon,2019-03-11
725-56-0833,Branch A,Cairo,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,1900-01-01 16:49:00,Credit card,323.2,16.16,10.0,20,2,Wednesday,16,Afternoon,2019-02-20
394-41-0748,Branch C,Alexandria,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27,1900-01-01 14:55:00,Ewallet,486.63,24.3315,9.5,27,1,Sunday,14,Afternoon,2019-01-27
596-42-3999,Branch B,Giza,Normal,Male,Food and beverages,18.22,7,6.377,133.917,2019-03-10,1900-01-01 14:04:00,Credit card,127.54,6.377,6.6,10,3,Sunday,14,Afternoon,2019-03-10
541-89-9860,Branch C,Alexandria,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2019-02-15,1900-01-01 12:31:00,Cash,241.44,12.072,8.1,15,2,Friday,12,Afternoon,2019-02-15
173-82-9529,Branch B,Giza,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,1900-01-01 14:51:00,Cash,379.5,18.975,9.7,26,1,Saturday,14,Afternoon,2019-01-26
563-36-9814,Branch A,Cairo,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2019-02-13,1900-01-01 18:27:00,Ewallet,76.82,3.841,7.2,13,2,Wednesday,18,Evening,2019-02-13
